"","season","games","name","playerId","data.draftYear","data.playerId","data.playerName","data.roundNumber","data.overallPickNumber","data.pickInRound","data.height","data.weight","data.position"
"1","20052006",2,"National Hockey League",8468682,2000,8468682,"Ryan Caldwell",7,202,5,74,174,"D"
"2","20072008",2,"National Hockey League",8468682,2000,8468682,"Ryan Caldwell",7,202,5,74,174,"D"
"3","20052006",53,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"4","20062007",70,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"5","20072008",72,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"6","20082009",70,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"7","20092010",73,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"8","20102011",68,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"9","20112012",62,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"10","20122013",43,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"11","20132014",63,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"12","20142015",46,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"13","20152016",65,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"14","20162017",57,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"15","20172018",63,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"16","20182019",52,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"17","20192020",30,"National Hockey League",8468685,2000,8468685,"Henrik Lundqvist",7,205,8,73,195,"G"
"18","20022003",7,"National Hockey League",8468161,2000,8468161,"Brandon Reid",7,208,11,69,180,"C"
"19","20032004",3,"National Hockey League",8468161,2000,8468161,"Brandon Reid",7,208,11,69,180,"C"
"20","20062007",3,"National Hockey League",8468161,2000,8468161,"Brandon Reid",7,208,11,69,180,"C"
"21","20002001",13,"National Hockey League",8468694,2000,8468694,"Peter Bartos",7,214,17,72,185,"F"
"22","20032004",79,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"23","20032004",79,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"24","20052006",55,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"25","20052006",55,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"26","20062007",81,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"27","20062007",81,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"28","20072008",82,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"29","20072008",82,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"30","20082009",50,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"31","20082009",50,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"32","20082009",19,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"33","20082009",19,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"34","20092010",78,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"35","20092010",78,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"36","20102011",2,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"37","20102011",2,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"38","20112012",62,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"39","20112012",62,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"40","20122013",21,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"41","20122013",21,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"42","20122013",7,"National Hockey League",8468695,2000,8468695,"Matthew Lombardi",7,215,18,71,195,"C"
"43","20122013",7,"National Hockey League",8468695,2002,8468695,"Matthew Lombardi",3,90,27,71,195,"C"
"44","20022003",1,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"45","20052006",78,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"46","20062007",54,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"47","20072008",82,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"48","20082009",62,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"49","20092010",65,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"50","20102011",81,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"51","20112012",56,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"52","20112012",14,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"53","20122013",23,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"54","20132014",75,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"55","20142015",73,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"56","20152016",63,"National Hockey League",8468700,2000,8468700,"Paul Gaustad",7,220,23,77,212,"F"
"57","20032004",16,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"58","20052006",79,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"59","20062007",74,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"60","20072008",69,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"61","20082009",82,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"62","20092010",79,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"63","20102011",73,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"64","20112012",45,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"65","20122013",22,"National Hockey League",8468704,2000,8468704,"Antti Miettinen",7,224,27,72,190,"C"
"66","20052006",1,"National Hockey League",8468706,2000,8468706,"Brian Eklund",7,226,29,76,211,"G"
"67","20012002",3,"National Hockey League",8468707,2000,8468707,"Guillaume Lefebvre",7,227,30,73,200,"C"
"68","20022003",14,"National Hockey League",8468707,2000,8468707,"Guillaume Lefebvre",7,227,30,73,200,"C"
"69","20022003",12,"National Hockey League",8468707,2000,8468707,"Guillaume Lefebvre",7,227,30,73,200,"C"
"70","20052006",9,"National Hockey League",8468707,2000,8468707,"Guillaume Lefebvre",7,227,30,73,200,"C"
"71","20092010",1,"National Hockey League",8468707,2000,8468707,"Guillaume Lefebvre",7,227,30,73,200,"C"
"72","20002001",80,"National Hockey League",8468712,2000,8468712,"Lubomir Sekeras",8,232,3,72,183,"D"
"73","20012002",69,"National Hockey League",8468712,2000,8468712,"Lubomir Sekeras",8,232,3,72,183,"D"
"74","20022003",60,"National Hockey League",8468712,2000,8468712,"Lubomir Sekeras",8,232,3,72,183,"D"
"75","20032004",4,"National Hockey League",8468712,2000,8468712,"Lubomir Sekeras",8,232,3,72,183,"D"
"76","20062007",13,"National Hockey League",8468714,2000,8468714,"Janis Sprukts",8,234,5,75,235,"C"
"77","20082009",1,"National Hockey League",8468714,2000,8468714,"Janis Sprukts",8,234,5,75,235,"C"
"78","20002001",10,"National Hockey League",8468717,2000,8468717,"Zdenek Kutlak",8,237,8,75,210,"D"
"79","20022003",4,"National Hockey League",8468717,2000,8468717,"Zdenek Kutlak",8,237,8,75,210,"D"
"80","20032004",2,"National Hockey League",8468717,2000,8468717,"Zdenek Kutlak",8,237,8,75,210,"D"
"81","20002001",2,"National Hockey League",8468615,2000,8468615,"Michael Danton",5,135,5,69,191,"C"
"82","20022003",17,"National Hockey League",8468615,2000,8468615,"Michael Danton",5,135,5,69,191,"C"
"83","20032004",68,"National Hockey League",8468615,2000,8468615,"Michael Danton",5,135,5,69,191,"C"
"84","20032004",2,"National Hockey League",8468617,2000,8468617,"Mike Stuart",5,137,7,72,195,"D"
"85","20052006",1,"National Hockey League",8468617,2000,8468617,"Mike Stuart",5,137,7,72,195,"D"
"86","20062007",9,"National Hockey League",8468626,2000,8468626,"David Koci",5,146,16,78,238,"D"
"87","20072008",18,"National Hockey League",8468626,2000,8468626,"David Koci",5,146,16,78,238,"D"
"88","20082009",1,"National Hockey League",8468626,2000,8468626,"David Koci",5,146,16,78,238,"D"
"89","20082009",4,"National Hockey League",8468626,2000,8468626,"David Koci",5,146,16,78,238,"D"
"90","20082009",32,"National Hockey League",8468626,2000,8468626,"David Koci",5,146,16,78,238,"D"
"91","20092010",43,"National Hockey League",8468626,2000,8468626,"David Koci",5,146,16,78,238,"D"
"92","20102011",35,"National Hockey League",8468626,2000,8468626,"David Koci",5,146,16,78,238,"D"
"93","20052006",3,"National Hockey League",8468634,2000,8468634,"Matt Koalska",5,154,24,72,205,"C"
"94","20032004",82,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"95","20052006",39,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"96","20062007",82,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"97","20072008",77,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"98","20082009",63,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"99","20082009",19,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"100","20092010",81,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"101","20102011",79,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"102","20112012",48,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"103","20122013",45,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"104","20132014",65,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"105","20142015",10,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"106","20142015",34,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"107","20152016",23,"National Hockey League",8468635,2000,8468635,"Travis Moen",5,155,25,74,215,"LW"
"108","20052006",4,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"109","20062007",66,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"110","20072008",78,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"111","20082009",82,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"112","20092010",81,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"113","20102011",82,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"114","20112012",39,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"115","20112012",17,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"116","20122013",44,"National Hockey League",8468636,2000,8468636,"Greg Zanon",5,156,26,71,201,"D"
"117","20032004",79,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"118","20052006",82,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"119","20062007",71,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"120","20072008",81,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"121","20082009",75,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"122","20092010",59,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"123","20102011",76,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"124","20112012",66,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"125","20122013",32,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"126","20132014",6,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"127","20132014",35,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"128","20142015",57,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"129","20152016",64,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"130","20152016",17,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"131","20162017",36,"National Hockey League",8468639,2000,8468639,"John-Michael Liles",5,159,29,70,185,"D"
"132","20052006",7,"National Hockey League",8468646,2000,8468646,"Nolan Schaefer",5,166,36,74,200,"G"
"133","20072008",59,"National Hockey League",8468647,2000,8468647,"Craig Weller",5,167,37,76,220,"D"
"134","20082009",36,"National Hockey League",8468647,2000,8468647,"Craig Weller",5,167,37,76,220,"D"
"135","20052006",5,"National Hockey League",8468650,2000,8468650,"Erik Reitz",6,170,3,73,222,"D"
"136","20062007",1,"National Hockey League",8468650,2000,8468650,"Erik Reitz",6,170,3,73,222,"D"
"137","20082009",31,"National Hockey League",8468650,2000,8468650,"Erik Reitz",6,170,3,73,222,"D"
"138","20082009",11,"National Hockey League",8468650,2000,8468650,"Erik Reitz",6,170,3,73,222,"D"
"139","20002001",59,"National Hockey League",8468651,2000,8468651,"Roman Cechmanek",6,171,4,75,211,"G"
"140","20012002",46,"National Hockey League",8468651,2000,8468651,"Roman Cechmanek",6,171,4,75,211,"G"
"141","20022003",58,"National Hockey League",8468651,2000,8468651,"Roman Cechmanek",6,171,4,75,211,"G"
"142","20032004",49,"National Hockey League",8468651,2000,8468651,"Roman Cechmanek",6,171,4,75,211,"G"
"143","20002001",62,"National Hockey League",8468654,2000,8468654,"Jarno Kultanen",6,174,7,74,198,"D"
"144","20012002",38,"National Hockey League",8468654,2000,8468654,"Jarno Kultanen",6,174,7,74,198,"D"
"145","20022003",2,"National Hockey League",8468654,2000,8468654,"Jarno Kultanen",6,174,7,74,198,"D"
"146","20012002",28,"National Hockey League",8468656,2000,8468656,"Jukka Hentunen",6,176,9,70,190,"F"
"147","20012002",10,"National Hockey League",8468656,2000,8468656,"Jukka Hentunen",6,176,9,70,190,"F"
"148","20002001",11,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"149","20012002",33,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"150","20012002",1,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"151","20022003",25,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"152","20022003",3,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"153","20032004",57,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"154","20052006",74,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"155","20062007",53,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"156","20072008",45,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"157","20082009",73,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"158","20092010",56,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"159","20102011",64,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"160","20112012",43,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"161","20122013",4,"National Hockey League",8468660,2000,8468660,"Darcy Hordichuk",6,180,13,73,211,"LW"
"162","20032004",5,"National Hockey League",8468670,2000,8468670,"Josh Olson",6,190,23,75,236,"LW"
"163","20092010",9,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"164","20102011",63,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"165","20112012",73,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"166","20122013",42,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"167","20132014",56,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"168","20142015",76,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"169","20152016",69,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"170","20162017",81,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"171","20172018",79,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"172","20182019",74,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"173","20192020",49,"National Hockey League",8468674,2000,8468674,"Deryk Engelland",6,194,27,74,202,"D"
"174","20062007",3,"National Hockey League",8469535,2001,8469535,"Drew Fata",3,86,23,73,209,"D"
"175","20072008",5,"National Hockey League",8469535,2001,8469535,"Drew Fata",3,86,23,73,209,"D"
"176","20032004",4,"National Hockey League",8469539,2001,8469539,"Owen Fussey",3,90,27,72,195,"RW"
"177","20022003",38,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"178","20032004",19,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"179","20052006",71,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"180","20062007",75,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"181","20072008",77,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"182","20082009",81,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"183","20092010",77,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"184","20112012",1,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"185","20112012",21,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"186","20132014",34,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"187","20142015",12,"National Hockey League",8469542,2001,8469542,"Stephane Veilleux",3,93,30,73,190,"C"
"188","20052006",72,"National Hockey League",8469543,2001,8469543,"Evgeny Artyukhin",3,94,31,76,255,"RW"
"189","20082009",73,"National Hockey League",8469543,2001,8469543,"Evgeny Artyukhin",3,94,31,76,255,"RW"
"190","20092010",37,"National Hockey League",8469543,2001,8469543,"Evgeny Artyukhin",3,94,31,76,255,"RW"
"191","20092010",17,"National Hockey League",8469543,2001,8469543,"Evgeny Artyukhin",3,94,31,76,255,"RW"
"192","20022003",3,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"193","20032004",41,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"194","20052006",22,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"195","20052006",50,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"196","20062007",80,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"197","20072008",80,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"198","20082009",61,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"199","20092010",82,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"200","20102011",74,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"201","20112012",74,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"202","20122013",28,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"203","20132014",82,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"204","20142015",68,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"205","20152016",76,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"206","20162017",48,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"207","20172018",70,"National Hockey League",8469544,2001,8469544,"Patrick Sharp",3,95,32,73,199,"C"
"208","20062007",1,"National Hockey League",8469546,2001,8469546,"Danny Bois",3,97,34,72,196,"RW"
"209","20032004",70,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"210","20052006",34,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"211","20062007",65,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"212","20072008",63,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"213","20082009",72,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"214","20092010",51,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"215","20102011",54,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"216","20112012",77,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"217","20122013",42,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"218","20132014",11,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"219","20142015",68,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"220","20152016",66,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"221","20162017",50,"National Hockey League",8469547,2001,8469547,"Jordin Tootoo",4,98,1,69,197,"RW"
"222","20022003",3,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"223","20032004",3,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"224","20052006",39,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"225","20062007",58,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"226","20072008",31,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"227","20092010",29,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"228","20102011",10,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"229","20112012",34,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"230","20122013",21,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"231","20132014",28,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"232","20142015",31,"National Hockey League",8469548,2001,8469548,"Ray Emery",4,99,2,74,196,"G"
"233","20012002",17,"National Hockey League",8469551,2001,8469551,"Timo Parssinen",4,102,5,70,196,"F"
"234","20012002",8,"National Hockey League",8469552,2001,8469552,"Tony Virta",4,103,6,70,187,"RW"
"235","20052006",9,"National Hockey League",8468720,2000,8468720,"Adam Berkhoel",8,240,11,71,185,"G"
"236","20022003",4,"National Hockey League",8468726,2000,8468726,"Chad Wiseman",8,246,17,73,205,"LW"
"237","20032004",4,"National Hockey League",8468726,2000,8468726,"Chad Wiseman",8,246,17,73,205,"LW"
"238","20052006",1,"National Hockey League",8468726,2000,8468726,"Chad Wiseman",8,246,17,73,205,"LW"
"239","20032004",22,"National Hockey League",8468732,2000,8468732,"Darryl Bootland",8,252,23,73,197,"RW"
"240","20062007",6,"National Hockey League",8468732,2000,8468732,"Darryl Bootland",8,252,23,73,197,"RW"
"241","20072008",4,"National Hockey League",8468732,2000,8468732,"Darryl Bootland",8,252,23,73,197,"RW"
"242","20022003",1,"National Hockey League",8468738,2000,8468738,"Sean McMorrow",8,258,29,76,224,"D"
"243","20012002",1,"National Hockey League",8468741,2000,8468741,"Reinhard Divis",8,261,32,71,197,"G"
"244","20022003",2,"National Hockey League",8468741,2000,8468741,"Reinhard Divis",8,261,32,71,197,"G"
"245","20032004",13,"National Hockey League",8468741,2000,8468741,"Reinhard Divis",8,261,32,71,197,"G"
"246","20052006",12,"National Hockey League",8468741,2000,8468741,"Reinhard Divis",8,261,32,71,197,"G"
"247","20002001",5,"National Hockey League",8468743,2000,8468743,"Thomas Ziegler",9,263,2,71,176,"F"
"248","20052006",8,"National Hockey League",8468745,2000,8468745,"Jean-Philippe Cote",9,265,4,74,216,"D"
"249","20132014",19,"National Hockey League",8468745,2000,8468745,"Jean-Philippe Cote",9,265,4,74,216,"D"
"250","20022003",2,"National Hockey League",8468747,2000,8468747,"Tomi Pettinen",9,267,6,75,220,"D"
"251","20032004",4,"National Hockey League",8468747,2000,8468747,"Tomi Pettinen",9,267,6,75,220,"D"
"252","20052006",18,"National Hockey League",8468747,2000,8468747,"Tomi Pettinen",9,267,6,75,220,"D"
"253","20002001",10,"National Hockey League",8468748,2000,8468748,"Pavel Kolarik",9,268,7,73,207,"D"
"254","20012002",13,"National Hockey League",8468748,2000,8468748,"Pavel Kolarik",9,268,7,73,207,"D"
"255","20012002",2,"National Hockey League",8468750,2000,8468750,"Micki Dupont",9,270,9,70,186,"D"
"256","20022003",16,"National Hockey League",8468750,2000,8468750,"Micki Dupont",9,270,9,70,186,"D"
"257","20062007",3,"National Hockey League",8468750,2000,8468750,"Micki Dupont",9,270,9,70,186,"D"
"258","20072008",2,"National Hockey League",8468750,2000,8468750,"Micki Dupont",9,270,9,70,186,"D"
"259","20002001",19,"National Hockey League",8468751,2000,8468751,"Reto Von Arx",9,271,10,70,179,"F"
"260","20002001",29,"National Hockey League",8468753,2000,8468753,"Roman Simicek",9,273,12,74,210,"C"
"261","20002001",28,"National Hockey League",8468753,2000,8468753,"Roman Simicek",9,273,12,74,210,"C"
"262","20012002",6,"National Hockey League",8468753,2000,8468753,"Roman Simicek",9,273,12,74,210,"C"
"263","20012002",7,"National Hockey League",8468766,2000,8468766,"Andrej Nedorost",9,286,25,73,199,"C"
"264","20022003",12,"National Hockey League",8468766,2000,8468766,"Andrej Nedorost",9,286,25,73,199,"C"
"265","20032004",9,"National Hockey League",8468766,2000,8468766,"Andrej Nedorost",9,286,25,73,199,"C"
