"","season","games","name","playerId","data.draftYear","data.playerId","data.playerName","data.roundNumber","data.overallPickNumber","data.pickInRound","data.height","data.weight","data.position"
"7932","20202021",26,"National Hockey League",8475156,2009,8475156,"Mikko Koskinen",2,31,1,78,202,"G"
"7933","20212022",45,"National Hockey League",8475156,2009,8475156,"Mikko Koskinen",2,31,1,78,202,"G"
"7934","20132014",4,"National Hockey League",8475157,2009,8475157,"Landon Ferraro",2,32,2,71,165,"C"
"7935","20142015",3,"National Hockey League",8475157,2009,8475157,"Landon Ferraro",2,32,2,71,165,"C"
"7936","20152016",10,"National Hockey League",8475157,2009,8475157,"Landon Ferraro",2,32,2,71,165,"C"
"7937","20152016",58,"National Hockey League",8475157,2009,8475157,"Landon Ferraro",2,32,2,71,165,"C"
"7938","20172018",2,"National Hockey League",8475157,2009,8475157,"Landon Ferraro",2,32,2,71,165,"C"
"7939","20092010",81,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7940","20102011",74,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7941","20112012",81,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7942","20122013",29,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7943","20132014",80,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7944","20142015",82,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7945","20152016",71,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7946","20162017",72,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7947","20172018",81,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7948","20182019",82,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7949","20192020",71,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7950","20202021",56,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7951","20212022",78,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7952","20222023",40,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7953","20222023",6,"National Hockey League",8475158,2009,8475158,"Ryan O'Reilly",2,33,3,72,200,"C"
"7954","20102011",1,"National Hockey League",8475159,2009,8475159,"Carl Klingberg",2,34,4,75,205,"LW"
"7955","20112012",6,"National Hockey League",8475159,2009,8475159,"Carl Klingberg",2,34,4,75,205,"LW"
"7956","20132014",3,"National Hockey League",8475159,2009,8475159,"Carl Klingberg",2,34,4,75,205,"LW"
"7957","20142015",2,"National Hockey League",8475159,2009,8475159,"Carl Klingberg",2,34,4,75,205,"LW"
"7958","20102011",76,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7959","20112012",81,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7960","20122013",48,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7961","20132014",71,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7962","20142015",80,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7963","20152016",56,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7964","20162017",73,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7965","20172018",50,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7966","20182019",72,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7967","20192020",53,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7968","20192020",16,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7969","20202021",50,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7970","20212022",2,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7971","20212022",23,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7972","20222023",2,"National Hockey League",8475160,2009,8475160,"Kyle Clifford",2,35,5,74,207,"LW"
"7973","20122013",5,"National Hockey League",8475161,2009,8475161,"Chris Brown",2,36,6,74,191,"C"
"7974","20132014",6,"National Hockey League",8475161,2009,8475161,"Chris Brown",2,36,6,74,191,"C"
"7975","20132014",6,"National Hockey League",8475161,2009,8475161,"Chris Brown",2,36,6,74,191,"C"
"7976","20142015",5,"National Hockey League",8475161,2009,8475161,"Chris Brown",2,36,6,74,191,"C"
"7977","20152016",1,"National Hockey League",8475161,2009,8475161,"Chris Brown",2,36,6,74,191,"C"
"7978","20112012",2,"National Hockey League",8475162,2009,8475162,"Mat Clark",2,37,7,75,205,"D"
"7979","20142015",7,"National Hockey League",8475162,2009,8475162,"Mat Clark",2,37,7,75,205,"D"
"7980","20122013",7,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7981","20132014",79,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7982","20142015",76,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7983","20152016",77,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7984","20162017",81,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7985","20172018",61,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7986","20182019",73,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7987","20192020",65,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7988","20202021",45,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7989","20212022",67,"National Hockey League",8475163,2009,8475163,"Alex Chiasson",2,38,8,76,187,"RW"
"7990","20122013",48,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7991","20132014",52,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7992","20142015",81,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7993","20152016",82,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7994","20162017",79,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7995","20172018",77,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7996","20182019",73,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7997","20192020",66,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7998","20202021",47,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"7999","20212022",53,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"8000","20222023",61,"National Hockey League",8475164,2009,8475164,"Jakob Silfverberg",2,39,9,73,187,"F"
"8001","20112012",56,"National Hockey League",8475165,2009,8475165,"Anton Lander",2,40,10,72,194,"C"
"8002","20122013",11,"National Hockey League",8475165,2009,8475165,"Anton Lander",2,40,10,72,194,"C"
"8003","20132014",27,"National Hockey League",8475165,2009,8475165,"Anton Lander",2,40,10,72,194,"C"
"8004","20142015",38,"National Hockey League",8475165,2009,8475165,"Anton Lander",2,40,10,72,194,"C"
"8005","20152016",61,"National Hockey League",8475165,2009,8475165,"Anton Lander",2,40,10,72,194,"C"
"8006","20162017",22,"National Hockey League",8475165,2009,8475165,"Anton Lander",2,40,10,72,194,"C"
"8007","20122013",43,"National Hockey League",8475213,2009,8475213,"Drew Shore",2,44,14,75,190,"C"
"8008","20132014",24,"National Hockey League",8475213,2009,8475213,"Drew Shore",2,44,14,75,190,"C"
"8009","20142015",11,"National Hockey League",8475213,2009,8475213,"Drew Shore",2,44,14,75,190,"C"
"8010","20152016",2,"National Hockey League",8475213,2009,8475213,"Drew Shore",2,44,14,75,190,"C"
"8011","20162017",14,"National Hockey League",8475213,2009,8475213,"Drew Shore",2,44,14,75,190,"C"
"8012","20202021",4,"National Hockey League",8475213,2009,8475213,"Drew Shore",2,44,14,75,190,"C"
"8013","20102011",9,"National Hockey League",8475214,2009,8475214,"Jeremy Morin",2,45,15,73,189,"LW"
"8014","20112012",3,"National Hockey League",8475214,2009,8475214,"Jeremy Morin",2,45,15,73,189,"LW"
"8015","20122013",3,"National Hockey League",8475214,2009,8475214,"Jeremy Morin",2,45,15,73,189,"LW"
"8016","20132014",24,"National Hockey League",8475214,2009,8475214,"Jeremy Morin",2,45,15,73,189,"LW"
"8017","20142015",15,"National Hockey League",8475214,2009,8475214,"Jeremy Morin",2,45,15,73,189,"LW"
"8018","20142015",28,"National Hockey League",8475214,2009,8475214,"Jeremy Morin",2,45,15,73,189,"LW"
"8019","20102011",8,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8020","20112012",5,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8021","20122013",12,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8022","20132014",36,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8023","20142015",25,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8024","20152016",21,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8025","20162017",59,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8026","20172018",53,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8027","20182019",46,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8028","20192020",33,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8029","20192020",3,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8030","20202021",19,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8031","20212022",44,"National Hockey League",8475215,2009,8475215,"Robin Lehner",2,46,16,75,220,"G"
"8032","20112012",39,"National Hockey League",8475206,2009,8475206,"Stefan Elliott",2,49,19,73,180,"D"
"8033","20122013",18,"National Hockey League",8475206,2009,8475206,"Stefan Elliott",2,49,19,73,180,"D"
"8034","20132014",1,"National Hockey League",8475206,2009,8475206,"Stefan Elliott",2,49,19,73,180,"D"
"8035","20142015",5,"National Hockey League",8475206,2009,8475206,"Stefan Elliott",2,49,19,73,180,"D"
"8036","20152016",19,"National Hockey League",8475206,2009,8475206,"Stefan Elliott",2,49,19,73,180,"D"
"8037","20152016",2,"National Hockey League",8475206,2009,8475206,"Stefan Elliott",2,49,19,73,180,"D"
"8038","20182019",3,"National Hockey League",8475206,2009,8475206,"Stefan Elliott",2,49,19,73,180,"D"
"8039","20132014",6,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8040","20142015",8,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8041","20152016",79,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8042","20162017",70,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8043","20172018",80,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8044","20182019",76,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8045","20192020",28,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8046","20202021",41,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8047","20212022",76,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8048","20222023",60,"National Hockey League",8475208,2009,8475208,"Brian Dumoulin",2,51,21,75,205,"D"
"8049","20122013",25,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8050","20132014",50,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8051","20142015",76,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8052","20152016",30,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8053","20162017",82,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8054","20172018",37,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8055","20172018",35,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8056","20182019",75,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8057","20192020",59,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8058","20202021",36,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8059","20202021",12,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8060","20212022",4,"National Hockey League",8475209,2009,8475209,"Richard Panik",2,52,22,74,197,"RW"
"8061","20162017",3,"National Hockey League",8475210,2009,8475210,"Anton Rodin",2,53,23,71,174,"F"
"8062","20122013",1,"National Hockey League",8475199,2009,8475199,"Eric Gelinas",2,54,24,76,195,"D"
"8063","20132014",60,"National Hockey League",8475199,2009,8475199,"Eric Gelinas",2,54,24,76,195,"D"
"8064","20142015",61,"National Hockey League",8475199,2009,8475199,"Eric Gelinas",2,54,24,76,195,"D"
"8065","20152016",34,"National Hockey League",8475199,2009,8475199,"Eric Gelinas",2,54,24,76,195,"D"
"8066","20152016",6,"National Hockey League",8475199,2009,8475199,"Eric Gelinas",2,54,24,76,195,"D"
"8067","20162017",27,"National Hockey League",8475199,2009,8475199,"Eric Gelinas",2,54,24,76,195,"D"
"8068","20112012",60,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8069","20122013",5,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8070","20132014",54,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8071","20152016",82,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8072","20162017",82,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8073","20172018",82,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8074","20182019",82,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8075","20192020",69,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8076","20202021",51,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8077","20212022",76,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8078","20222023",43,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8079","20222023",3,"National Hockey League",8475200,2009,8475200,"Dmitry Orlov",2,55,25,72,197,"D"
"8080","20142015",1,"National Hockey League",8475203,2009,8475203,"Jesse Blacker",2,58,28,73,190,"D"
"8081","20102011",1,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8082","20112012",5,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8083","20122013",1,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8084","20132014",28,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8085","20132014",21,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8086","20142015",49,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8087","20152016",52,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8088","20152016",9,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8089","20162017",60,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8090","20172018",2,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8091","20182019",31,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8092","20192020",16,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8093","20202021",1,"National Hockey League",8475204,2009,8475204,"Brandon Pirri",2,59,29,72,160,"C"
"8094","20102011",9,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8095","20122013",18,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8096","20132014",73,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8097","20142015",82,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8098","20152016",81,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8099","20162017",82,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8100","20172018",62,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8101","20172018",20,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8102","20182019",80,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8103","20192020",68,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8104","20202021",50,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8105","20212022",76,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8106","20222023",60,"National Hockey League",8475193,2009,8475193,"Tomas Tatar",2,60,30,71,176,"C"
"8107","20132014",5,"National Hockey League",8475194,2009,8475194,"Philip Samuelsson",2,61,31,75,198,"D"
"8108","20142015",4,"National Hockey League",8475194,2009,8475194,"Philip Samuelsson",2,61,31,75,198,"D"
"8109","20152016",4,"National Hockey League",8475194,2009,8475194,"Philip Samuelsson",2,61,31,75,198,"D"
"8110","20112012",4,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8111","20132014",19,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8112","20152016",26,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8113","20152016",3,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8114","20162017",26,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8115","20172018",27,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8116","20182019",12,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8117","20182019",24,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8118","20192020",20,"National Hockey League",8475195,2009,8475195,"Anders Nilsson",3,62,1,77,220,"G"
"8119","20122013",5,"National Hockey League",8475196,2009,8475196,"Ben Hanowski",3,63,2,74,198,"RW"
"8120","20132014",11,"National Hockey League",8475196,2009,8475196,"Ben Hanowski",3,63,2,74,198,"RW"
"8121","20112012",10,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8122","20122013",32,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8123","20132014",64,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8124","20142015",80,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8125","20152016",78,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8126","20162017",74,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8127","20172018",68,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8128","20182019",78,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8129","20192020",70,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8130","20202021",56,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8131","20212022",73,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8132","20222023",61,"National Hockey League",8475197,2009,8475197,"Tyson Barrie",3,64,3,70,190,"D"
"8133","20132014",1,"National Hockey League",8475198,2009,8475198,"Joonas Nattinen",3,65,4,74,183,"C"
"8134","20112012",25,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8135","20132014",12,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8136","20142015",71,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8137","20152016",81,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8138","20162017",49,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8139","20172018",76,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8140","20182019",81,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8141","20192020",71,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8142","20202021",41,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8143","20212022",69,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8144","20222023",61,"National Hockey League",8475188,2009,8475188,"Brayden McNabb",3,66,5,76,204,"D"
"8145","20132014",2,"National Hockey League",8475190,2009,8475190,"Jamie Devane",3,68,7,77,217,"LW"
"8146","20112012",3,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8147","20122013",37,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8148","20132014",82,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8149","20142015",81,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8150","20152016",82,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8151","20162017",80,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8152","20172018",67,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8153","20182019",74,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8154","20192020",71,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8155","20202021",53,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8156","20212022",56,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8157","20222023",61,"National Hockey League",8475191,2009,8475191,"Reilly Smith",3,69,8,72,157,"RW"
"8158","20122013",16,"National Hockey League",8475192,2009,8475192,"Taylor Beck",3,70,9,74,205,"LW"
"8159","20132014",7,"National Hockey League",8475192,2009,8475192,"Taylor Beck",3,70,9,74,205,"LW"
"8160","20142015",62,"National Hockey League",8475192,2009,8475192,"Taylor Beck",3,70,9,74,205,"LW"
"8161","20152016",2,"National Hockey League",8475192,2009,8475192,"Taylor Beck",3,70,9,74,205,"LW"
"8162","20162017",3,"National Hockey League",8475192,2009,8475192,"Taylor Beck",3,70,9,74,205,"LW"
"8163","20162017",2,"National Hockey League",8475192,2009,8475192,"Taylor Beck",3,70,9,74,205,"LW"
"8164","20132014",17,"National Hockey League",8475247,2009,8475247,"Michael Latta",3,72,11,71,207,"C"
"8165","20142015",53,"National Hockey League",8475247,2009,8475247,"Michael Latta",3,72,11,71,207,"C"
"8166","20152016",43,"National Hockey League",8475247,2009,8475247,"Michael Latta",3,72,11,71,207,"C"
"8167","20102011",8,"National Hockey League",8475248,2009,8475248,"Alexander Urbom",3,73,12,77,215,"D"
"8168","20112012",5,"National Hockey League",8475248,2009,8475248,"Alexander Urbom",3,73,12,77,215,"D"
"8169","20122013",1,"National Hockey League",8475248,2009,8475248,"Alexander Urbom",3,73,12,77,215,"D"
"8170","20132014",20,"National Hockey League",8475248,2009,8475248,"Alexander Urbom",3,73,12,77,215,"D"
"8171","20142015",13,"National Hockey League",8475250,2009,8475250,"Andrej Nestrasil",3,75,14,74,200,"F"
"8172","20142015",41,"National Hockey League",8475250,2009,8475250,"Andrej Nestrasil",3,75,14,74,200,"F"
"8173","20152016",55,"National Hockey League",8475250,2009,8475250,"Andrej Nestrasil",3,75,14,74,200,"F"
"8174","20162017",19,"National Hockey League",8475250,2009,8475250,"Andrej Nestrasil",3,75,14,74,200,"F"
"8175","20112012",12,"National Hockey League",8475252,2009,8475252,"Matt Hackett",3,77,16,74,170,"G"
"8176","20122013",1,"National Hockey League",8475252,2009,8475252,"Matt Hackett",3,77,16,74,170,"G"
"8177","20132014",8,"National Hockey League",8475252,2009,8475252,"Matt Hackett",3,77,16,74,170,"G"
"8178","20142015",5,"National Hockey League",8475252,2009,8475252,"Matt Hackett",3,77,16,74,170,"G"
"8179","20142015",1,"National Hockey League",8475243,2009,8475243,"Ryan Bourque",3,80,19,69,168,"C"
"8180","20132014",36,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8181","20142015",8,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8182","20142015",54,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8183","20152016",27,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8184","20152016",38,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8185","20162017",24,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8186","20172018",73,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8187","20182019",50,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8188","20192020",4,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8189","20202021",7,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8190","20212022",13,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8191","20212022",26,"National Hockey League",8475246,2009,8475246,"Kevin Connauton",3,83,22,73,185,"D"
"8192","20132014",17,"National Hockey League",8475235,2009,8475235,"Nicolas Deslauriers",3,84,23,73,200,"D"
