"","date","name","category","value"
"541",1970-01-12,"Kentucky","S",4646502
"542",1970-01-12,"Georgia","S",9663165
"543",1970-01-12,"Wisconsin","S",5784086
"544",1970-01-12,"Oregon","S",4026673
"545",1970-01-12,"Missouri","S",6095176
"546",1970-01-12,"Virginia","S",8356177
"547",1970-01-12,"Tennessee","S",5924996
"548",1970-01-12,"Louisiana","S",4425600
"549",1970-01-12,"New.York","S",18341690
"550",1970-01-12,"Michigan","S",9800301
"551",1970-01-12,"Idaho","S",1677723
"552",1970-01-12,"Florida","S",20131420
"553",1970-01-12,"Illinois","S",12956220
"554",1970-01-12,"Montana","S",1020306
"555",1970-01-12,"Minnesota","S",5469500
"556",1970-01-12,"Indiana","S",6518298
"557",1970-01-12,"Massachusetts","S",5612916
"558",1970-01-12,"Kansas","S",2858035
"559",1970-01-12,"Nevada","S",2761690
"560",1970-01-12,"Vermont","S",634153
"561",1970-01-12,"Connecticut","S",3351654
"562",1970-01-12,"New.Jersey","S",10054250
"563",1970-01-12,"North.Carolina","S",9311830
"564",1970-01-12,"Utah","S",3037363
"565",1970-01-12,"North.Dakota","S",672026
"566",1970-01-12,"South.Carolina","S",4474623
"567",1970-01-12,"Mississippi","S",2782401
"568",1970-01-12,"Colorado","S",5367069
"569",1970-01-12,"South.Dakota","S",849586
"570",1970-01-12,"Oklahoma","S",3545716
"571",1970-01-12,"Wyoming","S",587924
"572",1970-01-12,"West.Virginia","S",1822686
"573",1970-01-12,"Maine","S",1216068
"574",1970-01-12,"New.Hampshire","S",1278560
"575",1970-01-12,"Arizona","S",6091467
"576",1970-01-12,"Rhode.Island","S",929596
"577",1970-01-13,"Maryland","S",6497744
"578",1970-01-13,"Iowa","S",3086788
"579",1970-01-13,"Delaware","S",834420
"580",1970-01-13,"Ohio","S",11331100
"581",1970-01-13,"Pennsylvania","S",12677130
"582",1970-01-13,"Nebraska","S",1828636
"583",1970-01-13,"Washington","S",7083135
"584",1970-01-13,"Alabama","S",4507724
"585",1970-01-13,"Arkansas","S",2652788
"586",1970-01-13,"New.Mexico","S",2007169
"587",1970-01-13,"Texas","S",26095930
"588",1970-01-13,"California","S",35114980
"589",1970-01-13,"Kentucky","S",4646502
"590",1970-01-13,"Georgia","S",9660061
"591",1970-01-13,"Wisconsin","S",5784086
"592",1970-01-13,"Oregon","S",4026673
"593",1970-01-13,"Missouri","S",6095176
"594",1970-01-13,"Virginia","S",8356177
"595",1970-01-13,"Tennessee","S",5924996
"596",1970-01-13,"Louisiana","S",4425600
"597",1970-01-13,"New.York","S",18341690
"598",1970-01-13,"Michigan","S",9800301
"599",1970-01-13,"Idaho","S",1677723
"600",1970-01-13,"Florida","S",20131420
"601",1970-01-13,"Illinois","S",12956220
"602",1970-01-13,"Montana","S",1020306
"603",1970-01-13,"Minnesota","S",5469500
"604",1970-01-13,"Indiana","S",6518298
"605",1970-01-13,"Massachusetts","S",5612916
"606",1970-01-13,"Kansas","S",2858035
"607",1970-01-13,"Nevada","S",2761690
"608",1970-01-13,"Vermont","S",634153
"609",1970-01-13,"Connecticut","S",3351654
"610",1970-01-13,"New.Jersey","S",10054250
"611",1970-01-13,"North.Carolina","S",9311830
"612",1970-01-13,"Utah","S",3037363
"613",1970-01-13,"North.Dakota","S",672026
"614",1970-01-13,"South.Carolina","S",4474623
"615",1970-01-13,"Mississippi","S",2782401
"616",1970-01-13,"Colorado","S",5367069
"617",1970-01-13,"South.Dakota","S",849586
"618",1970-01-13,"Oklahoma","S",3545716
"619",1970-01-13,"Wyoming","S",587924
"620",1970-01-13,"West.Virginia","S",1822686
