team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NSH,2011,NSH,NSH,Team Level,other,82,0.52,0.44,0.45,10259,109.97,23.71,6.61,20.37,3.55,54.23,43.54,23.18,23.71,23.18,115,37,55,207,28,9,4,20,5,39,51,87,124,8,16,102,34,25,17,87,29,36,2.71,3.48,17.52,1,3,24,207,152,152,6,1.86,2.24,2.24,23.33,23.33,23.05,136.84,21.55,9.94,26.14,4.38,78.1,48.89,20.27,21.55,20.27,131,58,70,259,14,6,0,25,3,81,60,117,175,3,6,156,24,25,19,123,38,28,4.56,4.63,12.36,3,3,8,259,189,189,9,2.9,1.69,1.69,22.76,22.76,21.48
NSH,2011,NSH,NSH,Team Level,all,82,0.49,0.46,0.47,298964,2217.95,196.04,152.56,494.86,69.23,1227.78,923.52,190.19,196.93,191.02,2261,803,962,4026,232,142,39,461,83,973,1173,2029,2832,281,647,2394,1514,642,658,2319,558,187,63.37,67.84,64.83,79,82,71,4043.99,3064,3079.83,348,33.06,31.21,32.06,197.05,197.8,194.26,2521.19,205.45,169.81,572.12,79.14,1419.57,1050.9,197.04,205.35,196.96,2524,973,1213,4710,205,134,29,658,73,1188,1239,2319,3292,282,631,2492,1473,606,610,2788,534,175,78.79,65.82,60.84,68,77,60,4700.08,3497,3491.18,332,37.23,29.92,30.36,212.33,212.39,206.62
NSH,2011,NSH,NSH,Team Level,5on5,82,0.5,0.47,0.47,243515,1796.88,137.83,118.52,414.35,56.23,989.54,758.53,133.87,138.71,134.7,1820,655,782,3257,155,112,25,382,70,780,976,1665,2320,249,581,1871,1400,528,525,1915,451,109,52.88,55,29.95,66,67,22,3274.99,2475,2490.83,302,24.29,22.98,23.83,138.29,139.03,136.81,2003.73,138.41,126.67,471.79,62.87,1120.36,858.9,135,138.3,134.93,2019,760,957,3736,150,96,19,568,56,914,995,1869,2629,242,546,1923,1373,498,496,2284,404,91,63.94,49.59,24.88,59,61,30,3726.08,2779,2773.18,281,25.87,18.1,18.69,145.6,145.66,143.72
NSH,2011,NSH,NSH,Team Level,4on5,82,0.06,0.08,0.09,21963,33.26,2.63,1.47,4.22,0.94,9.1,28.65,2.62,2.63,2.62,39,8,9,56,3,0,0,7,1,7,29,36,44,10,20,206,41,68,42,35,9,3,0.74,1.23,0.66,2,1,0,56,47,47,38,0.35,0,0,2.97,2.97,2.97,337.04,40.38,31,68.66,10.67,208.71,110.58,36.91,40.38,36.91,325,145,182,652,37,27,9,57,13,186,150,288,433,25,53,205,14,19,53,340,83,47,9.25,10.4,20.72,6,10,21,652,470,470,3,7.96,8.89,8.77,39.56,39.56,37.06
NSH,2011,NSH,NSH,Team Level,5on4,82,0.86,0.89,0.87,23227,277.84,31.88,25.97,55.92,8.51,174.9,92.82,30.52,31.88,30.52,287,103,116,506,46,21,10,52,7,147,117,241,344,14,30,215,39,21,74,282,69,39,7.03,8.14,16.71,10,11,25,506,390,390,2,6.57,5.98,5.98,32.46,32.46,31.43,43.58,5.11,2.19,5.54,1.23,12.4,32.54,4.86,5.11,4.86,49,10,4,63,4,5,1,8,1,7,34,45,55,12,26,208,62,64,42,41,9,9,1.04,1.19,2.88,0,3,1,63,59,59,39,0.51,1.25,1.21,4.41,4.41,4.36
WSH,2011,WSH,WSH,Team Level,other,82,0.43,0.43,0.46,9601,118.72,17.54,8.31,22.93,4.07,67.04,46.1,16.64,17.54,16.64,111,55,37,203,27,4,2,17,4,53,61,84,139,10,23,134,39,24,26,112,30,24,3.92,3.77,9.85,12,3,12,203,166,166,17,2.51,1.03,1.11,18.94,18.94,18.06,140.79,23.33,10.17,26.48,4.76,77.81,53.45,22.52,23.33,22.52,137,59,76,272,22,13,3,26,6,62,67,115,174,14,34,135,58,30,19,115,53,28,3.61,6.98,12.74,0,8,14,272,196,196,10,2.95,4.94,5.14,21.15,21.15,20.77
WSH,2011,WSH,WSH,Team Level,all,82,0.48,0.48,0.48,299149,2317.26,191.91,155.92,526.38,75.19,1294.18,986.44,186.35,191.49,185.96,2296,934,1151,4381,218,141,34,557,94,1031,1189,2078,3012,315,719,2380,1972,602,737,2489,580,161,68.57,69.37,53.97,88,68,62,4356.05,3230,3220.98,509,34.29,31.26,32.14,194.06,193.65,189.9,2460.8,209.93,166.05,560.57,79.15,1379.01,1042.31,203.61,211.06,204.7,2475,962,1302,4739,226,148,46,586,66,1124,1287,2249,3211,297,675,2384,1936,606,646,2654,595,188,73.04,72.47,64.42,69,81,76,4755.43,3437,3445.09,425,36.62,37.8,38.28,208.27,209.19,205.11
WSH,2011,WSH,WSH,Team Level,5on5,82,0.5,0.49,0.49,241350,1843.98,138.21,117.53,432.45,60,1018.22,794.59,134.59,137.79,134.2,1836,725,948,3509,152,113,29,457,72,824,943,1684,2409,270,622,1804,1782,501,609,2003,462,96,55.83,54.97,27.41,67,57,28,3484.05,2561,2551.98,424,24.12,25.49,26.61,135.72,135.32,133.22,1908.16,139.87,122.27,450.83,60.79,1060.1,822.14,136.59,141,137.68,1926,730,1014,3670,149,100,29,478,45,869,1015,1777,2507,257,583,1808,1765,496,534,2121,433,102,59.4,52.55,27.91,58,57,34,3686.43,2656,2664.09,361,25.11,21.92,22.19,142.79,143.71,141.95
WSH,2011,WSH,WSH,Team Level,4on5,82,0.09,0.1,0.11,25287,42.51,3.76,1.79,5.28,1.18,11.45,37.55,3.73,3.76,3.73,44,17,14,75,3,2,1,1,1,10,44,41,58,16,32,229,88,39,64,46,10,5,0.99,1.34,1.44,0,1,2,75,61,61,62,0.42,0.69,0.69,3.48,3.48,3.48,346.4,38.96,30.15,74.18,11.62,221.72,121.38,36.79,38.96,36.79,346,152,201,699,46,29,14,73,14,177,159,300,452,19,38,209,28,33,44,367,85,46,8.5,9.91,20.55,10,11,25,699,498,498,8,7.77,9.73,9.75,36.97,36.97,35.04
WSH,2011,WSH,WSH,Team Level,5on4,82,0.81,0.86,0.84,22911,312.05,32.4,28.29,65.72,9.93,197.47,108.19,31.39,32.4,31.39,305,137,152,594,36,22,2,82,17,144,141,269,406,19,42,213,63,38,38,328,78,36,7.84,9.3,15.27,9,7,20,594,442,442,6,7.25,4.05,3.73,35.92,35.92,35.14,65.45,7.78,3.46,9.07,1.97,19.37,45.33,7.72,7.78,7.72,66,21,11,98,9,6,0,9,1,16,46,57,78,7,20,232,85,47,49,51,24,12,1.53,3.03,3.22,1,5,3,98,87,87,46,0.79,1.2,1.2,7.36,7.36,7.34
COL,2011,COL,COL,Team Level,other,82,0.51,0.54,0.54,10568,143.81,23.62,9.54,28.43,4.66,76.42,55.32,21.82,23.62,21.82,151,47,77,275,22,14,5,22,4,70,66,129,176,2,4,132,39,36,25,129,36,33,4.92,4.24,14.46,7,2,13,275,198,198,11,2.64,4.88,4.88,21.38,21.38,20.53,120.79,22.79,8.25,23.43,4.03,61.49,48.01,22.01,22.79,22.01,130,38,65,233,27,7,3,25,4,54,51,103,141,6,12,115,28,35,24,106,32,30,3.69,4.11,14.99,3,6,18,233,168,168,9,2.35,2.59,2.59,22.54,22.54,21.79
COL,2011,COL,COL,Team Level,all,82,0.5,0.51,0.5,300391,2481.43,216.47,168.86,569.39,81.5,1375.3,1045.5,207.15,216.08,206.83,2584,873,1226,4683,199,230,39,625,66,1022,1315,2385,3258,339,820,2409,1889,704,538,2677,559,221,74.03,67.39,75.05,63,59,77,4653.42,3457,3437.59,314,36.88,51.83,52.55,200.8,200.7,197.07,2430.38,214.55,168.37,560.89,80.72,1359.73,1022.73,207.43,215.8,208.64,2427,980,1111,4518,218,187,50,519,72,1076,1335,2209,3189,283,682,2257,1631,640,541,2632,573,202,76.45,69.85,68.25,63,72,83,4547.22,3407,3429.17,271,36.7,38.19,38.42,212.83,213.91,209.31
COL,2011,COL,COL,Team Level,5on5,82,0.5,0.51,0.5,241826,1979.64,151.12,129.83,469.7,64.77,1103.88,840.69,146.7,150.73,146.39,2040,720,988,3748,135,160,23,531,55,810,1069,1905,2625,298,720,1843,1729,571,424,2180,440,140,60.4,53.18,37.54,51,48,36,3718.42,2760,2740.59,262,26.68,32.45,33.64,144.17,144.07,142.13,1939.05,151.06,128.26,461.65,64.6,1077.3,829.12,146.61,152.31,147.83,1942,770,852,3564,147,145,42,432,61,837,1090,1795,2565,252,611,1738,1509,523,423,2130,460,122,61.5,55.31,34.26,53,54,40,3593.22,2712,2734.17,239,26.36,28.96,29.48,147.94,149.01,146.76
COL,2011,COL,COL,Team Level,4on5,82,0.15,0.15,0.18,27315,73.63,6.38,3.58,10.7,2.19,22.12,56.04,6.18,6.38,6.18,82,19,13,114,5,10,0,11,1,13,61,77,96,11,24,222,94,75,36,74,20,7,2.04,2.47,1.87,1,4,0,114,101,101,32,0.82,1.74,1.74,5.45,5.45,5.41,332.11,36.94,30.13,70.81,11,210.08,113.04,35.07,36.94,35.07,312,160,187,659,41,34,5,53,7,179,158,271,431,19,44,247,34,24,75,355,72,45,10.23,9.2,17.51,6,11,24,659,472,472,9,7.6,6.3,6.01,38.53,38.53,36.96
COL,2011,COL,COL,Team Level,5on4,82,0.9,0.9,0.88,20682,284.34,35.34,25.91,60.56,9.89,172.87,93.44,32.44,35.34,32.44,311,87,148,546,37,46,11,61,6,129,119,274,361,28,72,212,27,22,53,294,63,41,6.67,7.5,21.17,4,5,28,546,398,398,9,6.74,12.75,12.28,29.8,29.8,29,38.44,3.76,1.72,5,1.1,10.86,32.56,3.75,3.76,3.75,43,12,7,62,3,1,0,9,0,6,36,40,52,6,15,157,60,58,19,41,9,5,1.04,1.24,1.49,1,1,1,62,55,55,14,0.39,0.34,0.34,3.81,3.81,3.81
MTL,2011,MTL,MTL,Team Level,other,82,0.48,0.49,0.51,11048,191.34,29.69,13.27,37.83,6.44,100.49,73.28,27.49,29.69,27.49,180,81,71,332,23,18,2,36,8,87,89,157,238,17,35,151,54,30,31,172,44,45,6.15,5.25,18.29,3,4,16,332,261,261,23,3.92,5.01,4.77,28.83,28.83,26.89,179.75,32.77,11.96,34.53,5.88,90.87,71.99,29.66,32.77,29.66,171,77,91,339,26,12,4,34,4,83,89,145,222,11,25,168,54,20,29,144,56,48,5,6.92,20.86,8,4,14,339,248,248,16,3.44,5.25,5.66,30.56,30.56,28.74
MTL,2011,MTL,MTL,Team Level,all,82,0.48,0.49,0.49,301076,2334.03,203.32,157.18,536.35,75.73,1286.07,982.35,194.53,204.03,195.25,2340,901,1233,4474,207,159,34,525,67,1010,1273,2133,3034,380,860,2287,1840,468,775,2484,554,203,66.23,67.54,69.55,78,61,68,4483.03,3241,3244.31,614,35.27,32.32,33.92,204.68,205.28,199.36,2441.22,218.86,164.16,557,78.39,1342.29,1034.31,210.35,219.02,210.49,2432,963,1341,4736,214,151,29,540,72,1077,1341,2218,3181,375,866,2452,1771,507,741,2555,635,205,69.08,76.85,72.92,70,72,72,4727.03,3395,3391.64,535,36.37,32.61,32.68,222.56,222.4,217.23
MTL,2011,MTL,MTL,Team Level,5on5,82,0.47,0.48,0.48,232628,1696.42,123.5,106.12,408.95,54.6,931.05,723.78,120.66,124.22,121.37,1705,643,958,3306,140,102,25,407,43,718,938,1565,2208,310,712,1615,1668,347,604,1849,404,95,48.72,49.06,25.73,65,47,28,3315.03,2348,2351.31,494,21.79,19.95,20.6,124.69,125.29,124.01,1856.77,137.53,119.11,445.08,59.61,1023.96,790.72,133.6,137.69,133.73,1863,713,1013,3589,145,109,23,438,56,807,1021,1718,2431,319,743,1775,1574,391,580,2011,462,103,54.25,55.46,27.82,55,57,33,3580.03,2576,2572.64,438,24.53,22.95,22.86,139.2,139.04,137.04
MTL,2011,MTL,MTL,Team Level,4on5,82,0.17,0.16,0.18,28965,68.03,7.89,3.56,8.07,2,18.56,59.91,7.7,7.89,7.7,78,22,25,125,9,4,2,4,2,14,67,69,91,15,32,248,82,54,84,67,22,11,1.46,2.99,3.43,2,2,5,125,100,100,83,0.84,1.12,1.12,7.61,7.61,7.6,320.1,39.26,28.83,66.4,10.65,203.39,107.47,37.93,39.26,37.93,306,150,220,676,35,27,2,62,9,169,154,271,421,24,48,271,59,29,56,320,94,42,7.68,11.17,20.41,5,9,21,676,456,456,7,7.41,3.55,3.31,43.37,43.37,42.1
MTL,2011,MTL,MTL,Team Level,5on4,82,0.82,0.84,0.82,28435,378.25,42.24,34.24,81.48,12.7,235.96,125.37,38.67,42.24,38.67,377,155,179,711,35,35,5,78,14,191,179,342,497,38,81,273,36,37,56,396,84,52,9.9,10.24,22.1,8,8,19,711,532,532,14,8.73,6.23,7.43,43.54,43.54,40.86,84.6,9.29,4.25,10.99,2.24,24.08,64.13,9.17,9.29,9.17,92,23,17,132,8,3,0,6,3,18,77,84,107,21,50,238,84,67,76,80,23,12,2.17,3.29,3.83,2,2,4,132,115,115,74,0.99,0.85,0.85,9.43,9.43,9.36
NYI,2011,NYI,NYI,Team Level,other,82,0.43,0.49,0.5,8701,130.69,22.81,9.52,25.12,4.53,69.53,49.5,22.1,22.81,22.1,143,38,60,241,17,15,1,30,4,49,66,126,164,14,42,140,36,33,25,109,45,27,4.07,5.82,12.91,4,2,11,241,181,181,10,2.63,4.04,4.04,21.4,21.4,21.13,129.89,29.78,8.56,22.42,4.18,66.33,48.72,28.33,29.78,28.33,139,41,72,252,34,8,3,22,6,54,56,105,146,9,21,140,49,29,21,93,45,42,3.25,5.81,20.72,9,5,20,252,180,180,10,2.44,3.74,3.74,28.48,28.48,27.46
NYI,2011,NYI,NYI,Team Level,all,82,0.49,0.48,0.49,299978,2330.85,226.98,162.07,519.48,77.22,1269.85,1004.41,219.07,227.1,219.16,2410,850,1145,4405,196,186,39,570,82,964,1262,2214,3064,294,693,2188,1840,853,736,2386,646,228,69.21,79.58,78.2,56,64,76,4387.84,3260,3255.24,391,35.66,42.55,42.85,219.8,219.59,216.12,2474.61,238.91,170.34,551.7,81.3,1348.91,1065.84,229.98,240.25,231.29,2469,988,1364,4821,251,181,43,582,84,998,1361,2218,3206,301,695,2371,1811,744,729,2531,693,233,71.71,84.76,82.44,89,86,76,4864.62,3457,3482.5,337,37.34,43.63,45.88,230.38,231.82,227.18
NYI,2011,NYI,NYI,Team Level,5on5,82,0.49,0.48,0.49,246016,1850.13,155.67,121.96,427.86,61.1,1008.41,818,151.08,155.78,151.18,1905,688,901,3494,131,138,27,476,60,751,1037,1774,2462,246,580,1681,1728,685,601,1948,510,135,56.11,61.89,37.66,44,56,31,3476.84,2593,2588.24,334,25.1,29.78,30.08,150.69,150.49,148.58,1959.44,162.59,129.58,453.7,63.85,1067.91,852.38,157.55,163.93,158.86,1941,789,1114,3844,174,140,33,489,62,778,1087,1767,2556,263,603,1796,1643,616,587,2063,526,141,58.16,63.75,40.68,71,69,34,3887.62,2730,2755.49,286,26.68,33.12,34.32,154.95,156.39,154.36
NYI,2011,NYI,NYI,Team Level,4on5,82,0.14,0.12,0.14,22356,54.16,6.2,2.67,6.89,1.6,15.63,41.02,6.18,6.2,6.18,55,19,10,84,4,2,0,9,0,8,51,51,70,11,25,164,51,103,44,49,16,9,1.34,2.34,2.52,1,0,3,84,74,74,35,0.63,0.17,0.17,6.65,6.65,6.64,318.01,38.35,28.3,67.05,11.36,195.84,112.1,36.12,38.35,36.12,320,133,160,613,38,30,7,65,15,149,156,282,415,18,49,234,36,25,82,314,98,41,8.41,11.7,18.25,6,11,21,613,453,453,12,7.32,6.16,6.92,38.75,38.75,37.18
NYI,2011,NYI,NYI,Team Level,5on4,82,0.84,0.84,0.81,22905,295.87,42.31,27.92,59.61,9.99,176.27,95.89,39.71,42.31,39.71,307,105,174,586,44,31,11,55,18,156,108,263,368,23,46,203,25,32,66,280,75,57,7.68,9.53,25.1,7,6,31,586,412,412,12,7.29,8.55,8.55,41.05,41.05,39.77,67.28,8.18,3.9,8.54,1.92,18.82,52.64,7.99,8.18,7.99,69,25,18,112,5,3,0,6,1,17,62,64,89,11,22,201,83,74,39,61,24,9,1.9,3.5,2.79,3,1,1,112,94,94,29,0.9,0.61,0.89,8.19,8.19,8.18
PIT,2011,PIT,PIT,Team Level,other,82,0.59,0.59,0.57,10698,193.09,33.97,13.57,36.39,6.24,99.62,69.21,31.36,33.97,31.36,198,61,102,361,27,21,6,40,7,84,80,171,232,12,24,158,58,22,26,145,69,45,5.33,8.53,20.11,5,6,16,361,259,259,11,4.06,6.58,6.58,31.44,31.44,29.74,142.01,23.97,9.87,26.42,4.66,74.84,57.23,23.03,23.97,23.03,139,58,59,256,18,10,3,27,6,55,81,121,179,17,45,169,41,25,22,118,47,32,4.15,5.59,14.23,3,4,11,256,197,197,9,2.74,2.83,2.83,23.88,23.88,23.26
PIT,2011,PIT,PIT,Team Level,all,82,0.56,0.55,0.55,299734,2788.69,261.54,193.3,619.7,89.47,1555.52,1147.47,250.07,263.73,252.19,2779,1088,1295,5162,273,212,52,566,150,1246,1420,2506,3594,362,828,2500,2058,439,491,2881,748,238,87.71,88.61,85.22,90,94,89,5228.42,3867,3902.8,242,43.17,48.49,48.89,255.82,257.81,249.81,2257.95,209.22,156.84,500.09,73.33,1237.42,943.09,202.42,208.51,201.78,2247,873,1065,4185,218,165,38,435,131,935,1236,2029,2902,372,880,2457,1959,484,551,2273,649,198,64.56,78.69,65.98,63,84,71,4144.44,3120,3101.54,326,34.6,33.89,34.58,209.24,208.52,204.45
PIT,2011,PIT,PIT,Team Level,5on5,82,0.54,0.54,0.55,237080,2085.16,168.07,138.49,483.21,66.89,1160.17,880.17,163.69,170.26,165.81,2102,795,950,3847,188,150,34,450,119,903,1087,1914,2709,302,692,1865,1881,342,367,2218,557,122,68.88,65.51,33.67,77,71,40,3913.43,2897,2932.8,198,28.57,30.78,31.39,165.25,167.24,164.91,1747.52,143.63,116.11,403.78,56.71,956.59,737.18,139.82,142.92,139.17,1740,674,833,3247,161,127,29,344,104,727,951,1579,2253,315,750,1791,1805,367,425,1807,496,111,52.41,59.92,31.31,57,66,38,3206.44,2414,2395.54,277,23.98,26.57,27.5,140.12,139.41,137.71
PIT,2011,PIT,PIT,Team Level,4on5,82,0.18,0.16,0.18,25543,68.95,7.24,3.42,9.47,1.95,20.28,50.64,7.13,7.24,7.13,64,29,18,111,9,4,1,7,2,14,57,55,84,13,37,211,84,54,31,65,19,9,1.97,2.64,2.63,3,3,3,111,93,93,27,0.79,1.01,1.01,7.02,7.02,6.97,296.74,32.61,26.94,61.23,9.93,186.18,96.11,30.73,32.61,30.73,287,126,158,571,30,23,4,57,19,136,148,257,383,22,46,246,40,18,67,294,78,41,6.75,9.18,16.69,3,8,19,571,413,413,10,6.97,3.47,3.28,36.29,36.29,34.55
PIT,2011,PIT,PIT,Team Level,5on4,82,0.85,0.88,0.87,26413,441.48,52.27,37.82,90.63,14.39,275.45,147.44,47.88,52.27,47.88,415,203,225,843,49,37,11,69,22,245,196,366,569,35,75,266,35,21,67,453,103,62,11.53,11.93,28.81,5,14,30,843,618,618,6,9.76,10.13,9.92,52.11,52.11,48.19,71.67,9.01,3.92,8.68,2.02,19.8,52.57,8.85,9.01,8.85,81,15,15,111,9,5,2,7,2,17,56,72,87,18,39,251,73,74,37,54,28,14,1.26,4,3.75,0,6,3,111,96,96,30,0.91,1.02,0.98,8.94,8.94,8.92
ARI,2011,ARI,ARI,Team Level,other,82,0.56,0.56,0.54,9688,143.55,21.83,9.92,28.32,4.63,78.06,58.25,21.09,21.83,21.09,136,65,72,273,16,8,1,25,6,78,68,120,185,4,6,143,53,26,19,135,42,24,4.85,4.95,12.03,1,5,10,273,201,201,6,2.79,1.4,1.4,23.23,23.23,22.61,122.33,17.36,8.57,23.35,3.98,69.29,48.44,16.55,17.36,16.55,126,45,42,213,16,4,1,29,4,61,57,110,155,11,20,130,53,21,22,108,43,20,3.57,4.93,8.86,3,6,7,213,171,171,9,2.41,1.37,1.37,18.4,18.4,17.81
ARI,2011,ARI,ARI,Team Level,all,82,0.48,0.49,0.49,300717,2466.43,210.54,167.43,552.56,80.04,1363.95,1067.47,204.04,211.07,204.57,2429,1013,1167,4609,210,184,38,525,71,1093,1359,2219,3232,309,699,2321,2084,482,520,2632,621,189,73.21,75.05,62.29,67,77,66,4618.73,3442,3449.59,259,36.47,37.63,39.19,207.82,208.31,204.8,2619.58,225.74,183.81,589.15,85.25,1466.36,1099.67,217.6,225.99,217.84,2593,1057,1071,4721,194,188,32,573,72,1261,1362,2399,3456,304,697,2307,2020,492,533,2760,702,188,77.35,84.74,63.67,64,68,62,4720.49,3650,3652.99,281,40.28,38.48,40.26,225.76,225.89,221.39
ARI,2011,ARI,ARI,Team Level,5on5,82,0.49,0.5,0.49,243075,1996.98,153.52,130.14,462.8,64.75,1095.18,867.6,149.11,154.04,149.64,1970,804,931,3705,159,159,32,442,49,856,1109,1811,2615,267,605,1720,1882,386,422,2164,482,128,60.11,58.34,35.07,60,61,38,3714.73,2774,2781.59,228,26.79,31.72,32.45,147.85,148.35,146.37,2075.27,160.1,136.31,483.33,67.16,1145.65,889.43,155.95,160.35,156.2,2047,835,853,3735,141,144,22,449,60,977,1111,1906,2741,255,591,1757,1836,415,443,2227,534,121,62.92,64.21,32.98,56,53,32,3734.49,2882,2884.99,246,28.04,26.67,28.53,159.62,159.74,157.66
ARI,2011,ARI,ARI,Team Level,4on5,82,0.08,0.11,0.12,23848,45.77,3.52,2.03,5.51,1.39,12.21,45.34,3.45,3.52,3.45,51,19,18,88,5,1,0,5,1,14,44,46,65,15,36,241,71,44,23,59,6,5,1.3,0.84,1.37,2,2,1,88,70,70,21,0.47,0.28,0.28,3.71,3.71,3.71,367.17,43.15,36.25,75.32,12.48,234.75,120.03,39.99,43.15,39.99,365,157,167,689,31,38,9,91,8,205,149,334,491,22,48,217,43,10,42,373,106,43,9.31,13.08,20.75,2,7,22,689,522,522,4,9.22,10.21,10.21,42.14,42.14,40.36
ARI,2011,ARI,ARI,Team Level,5on4,82,0.86,0.87,0.84,24106,280.13,31.67,25.35,55.93,9.27,178.49,96.28,30.39,31.67,30.39,272,125,146,543,30,16,5,53,15,145,138,242,367,23,52,217,78,26,56,274,91,32,6.95,10.91,13.81,4,9,17,543,397,397,4,6.42,4.23,5.06,33.02,33.02,32.11,54.82,5.14,2.67,7.15,1.62,16.66,41.77,5.1,5.14,5.1,55,20,9,84,6,2,0,4,0,18,45,49,69,16,38,203,88,46,26,52,19,4,1.54,2.52,1.08,3,2,1,84,75,75,22,0.62,0.22,0.15,5.6,5.6,5.57
BUF,2011,BUF,BUF,Team Level,other,82,0.47,0.51,0.51,9177,146.63,20.2,10.04,29.14,4.87,81.38,62.35,18.61,20.2,18.61,138,70,73,281,18,7,1,29,3,80,71,120,190,12,24,160,41,27,26,131,54,23,4.35,6.49,9.36,6,7,5,281,208,208,11,2.83,2.1,2.1,20.94,20.94,19.91,142.44,22.61,9.33,27,4.65,76.48,61.94,21.87,22.61,21.87,145,57,71,273,25,7,2,22,3,63,82,120,177,19,49,142,40,26,38,133,42,27,5,5.14,12.47,4,5,16,273,202,202,25,2.59,3.21,3.21,21.98,21.98,21.54
BUF,2011,BUF,BUF,Team Level,all,82,0.47,0.49,0.48,300638,2345.62,199.14,163.14,528.71,75.39,1322.34,1001.28,191.12,200.08,192.03,2397,893,1157,4447,211,149,45,529,68,1022,1312,2186,3079,340,797,2345,1512,516,689,2519,607,164,71.53,73.05,54.55,72,80,59,4462.89,3290,3297.78,374,35.82,33.31,35.82,199.15,199.87,195.42,2514.64,224.89,170.07,566.9,81.5,1408.08,1090.57,216.2,224.44,215.8,2571,971,1075,4617,223,150,35,566,81,1091,1431,2348,3319,347,844,2390,1776,527,658,2694,633,215,77.41,75.82,71.66,65,79,79,4605.07,3542,3538.24,352,37.36,34.29,34.87,227.37,227.1,221.15
BUF,2011,BUF,BUF,Team Level,5on5,82,0.47,0.49,0.48,242923,1819.68,137.42,120.2,423.94,58.21,1017.44,789.81,133.59,138.35,134.51,1862,685,896,3443,151,107,34,429,47,760,1054,1711,2396,292,698,1750,1382,418,549,2001,447,99,56.96,53.34,27.11,60,54,37,3458.89,2547,2554.78,312,24.65,23.12,24.05,138.01,138.74,137.11,1957.11,152.86,125.75,458.66,63.31,1093.47,860.94,149.05,152.41,148.66,1983,772,845,3600,149,109,23,473,56,845,1123,1834,2606,296,719,1813,1640,426,519,2141,501,113,62.69,60.04,30.14,55,65,29,3588.07,2755,2751.24,290,25.82,21.94,22.52,156.16,155.89,153.92
BUF,2011,BUF,BUF,Team Level,4on5,82,0.07,0.1,0.11,24139,40.06,3.3,1.81,5.17,1.15,11.76,36.81,3.27,3.3,3.27,51,9,11,71,5,0,0,4,3,8,40,46,55,12,27,215,71,52,40,45,12,3,0.89,1.46,0.95,0,4,1,71,60,60,29,0.44,0,0.32,3.42,3.42,3.41,347.38,42.31,31.32,71.86,11.62,218.77,116.12,38.31,42.31,38.31,369,123,149,641,42,30,9,62,22,169,167,327,450,17,43,220,27,17,66,359,70,63,8.07,8.28,25.96,5,6,31,641,492,492,10,8.11,8.15,8.15,42.27,42.27,38.76
