team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2017,MIN,MIN,Team Level,other,82,0.5,0.45,0.45,9832,122.81,32.55,8.81,19.32,4.01,64.11,42.22,30.44,32.55,30.44,125,46,45,216,37,8,3,18,5,54,49,88,134,4,8,118,30,21,27,75,52,44,2.88,6.27,23.4,4,6,27,216,171,171,10,2.67,3.31,3.31,31.91,31.91,30.9,149.61,32.76,10.37,26.28,4.69,81.31,50.58,30.28,32.76,30.28,149,57,61,267,37,11,4,29,3,65,61,112,169,2,4,118,38,23,26,114,46,46,4.49,5.66,22.61,6,9,22,267,206,206,13,3.14,4.94,4.94,30.97,30.97,29.18
MIN,2017,MIN,MIN,Team Level,all,82,0.53,0.47,0.48,298736,2400.99,238.25,172.37,530.73,77.07,1322.26,1001.3,228.64,240.14,230.48,2477,865,1016,4358,250,205,44,520,80,1045,1242,2227,3092,303,644,2415,1367,480,511,2421,703,218,69.56,86.34,82.35,74,95,81,4401.8,3342,3367.11,293,38.2,48.04,48.4,228.06,229.82,224.58,2561.1,213.03,174.91,585.98,83.51,1470.63,1105.94,205.45,212.38,204.81,2569,1065,1295,4929,229,151,29,609,83,1177,1385,2340,3405,275,589,2434,1514,383,579,2862,596,176,78.67,70.43,63.93,83,74,72,4890.72,3634,3612.44,332,38.57,32.43,32.56,219.05,218.34,213.04
MIN,2017,MIN,MIN,Team Level,5on5,82,0.53,0.47,0.48,241241,1880.45,158.78,128.25,435.01,60.31,1025.04,795.61,153.5,160.67,155.35,1955,648,831,3434,160,158,31,445,59,793,988,1795,2443,258,549,1870,1276,397,411,1933,541,129,56.22,66.42,36.14,62,70,28,3477.8,2603,2628.11,256,26.59,32.46,32.72,152.64,154.41,151.88,1982.83,139.97,127.76,474.13,64.94,1128.31,869.88,136.55,139.32,135.9,1980,825,1039,3844,144,114,20,500,66,896,1085,1836,2661,247,535,1890,1416,317,468,2273,439,93,62.82,52.04,25.1,65,49,30,3805.71,2805,2783.44,279,26.16,21.67,21.82,144.31,143.59,141.54
MIN,2017,MIN,MIN,Team Level,4on5,82,0.11,0.11,0.12,25163,49.72,4.42,2.38,5.93,1.38,13.26,49.64,4.41,4.42,4.41,61,16,10,87,7,0,0,3,4,20,43,54,70,12,26,203,39,45,25,59,16,2,1.53,2.21,0.68,3,3,1,87,77,77,23,0.54,0,0.36,4.59,4.59,4.59,382.09,36.6,34.76,80.21,12.5,249.53,130.4,34.96,36.6,34.96,380,164,184,728,43,26,5,78,12,197,188,337,501,18,34,255,12,10,48,417,94,33,10.57,10.77,15.25,12,12,19,728,544,544,6,8.8,5.82,5.79,39.6,39.6,38.17
MIN,2017,MIN,MIN,Team Level,5on4,82,0.92,0.87,0.86,22500,348.01,42.5,32.93,70.49,11.37,219.86,113.83,40.29,42.5,40.29,336,155,130,621,46,39,10,54,12,178,162,290,445,29,61,224,22,17,48,354,94,43,8.93,11.45,22.13,5,16,25,621,491,491,4,8.41,12.27,12,38.91,38.91,37.22,46.57,3.7,2.02,5.36,1.38,11.47,55.06,3.68,3.7,3.68,60,19,11,90,5,0,0,2,2,19,51,55,74,8,16,171,48,33,37,58,17,4,0.79,1.94,0.97,0,4,1,90,79,79,34,0.47,0,0,4.17,4.17,4.14
DAL,2017,DAL,DAL,Team Level,other,82,0.52,0.56,0.56,13929,174.27,31.26,12.99,30.69,5.94,99.61,65.5,29.3,31.26,29.3,188,58,67,313,33,14,3,29,4,96,70,155,213,9,18,147,43,24,29,147,59,40,5.13,7.05,19.08,10,6,17,313,246,246,7,4,4.35,4.58,30.69,30.69,29.39,136.55,28.34,9.85,24.39,4.72,73.11,51.59,26.85,28.34,26.85,132,60,57,249,30,8,0,24,6,56,68,102,162,13,26,148,33,22,32,106,49,37,3.2,5.74,19.41,5,7,18,249,192,192,14,2.88,1.9,1.9,29.32,29.32,28.18
DAL,2017,DAL,DAL,Team Level,all,82,0.52,0.51,0.51,298873,2501.99,233.8,170.78,574.87,83.75,1394.77,1063.01,224.17,233.94,224.35,2561,960,1293,4814,231,204,38,557,92,1125,1312,2330,3290,333,750,2701,1861,459,697,2613,686,222,73.44,82.35,78.02,83,78,70,4815.02,3521,3519.82,367,38.19,47.83,47.89,224.11,224.18,218.69,2398.88,215.82,160.61,555.49,78.92,1346.11,1039.05,207.53,216.5,208.16,2447,949,1272,4668,222,171,38,531,96,1105,1271,2225,3174,300,677,2443,1707,426,743,2631,567,198,72.07,69.14,74.61,94,58,70,4677.61,3396,3404.46,406,35.75,38.5,38.56,213.01,213.65,208.6
DAL,2017,DAL,DAL,Team Level,5on5,82,0.53,0.51,0.51,236379,1918.89,154.74,123.89,463.2,63.81,1056.09,819.27,149.46,154.87,149.63,1928,753,1046,3727,149,147,25,451,75,831,1028,1779,2532,290,654,2086,1709,374,560,2045,504,132,57.1,60.45,37.19,63,56,30,3728.02,2681,2679.82,316,25.59,31.68,32.01,148.31,148.38,146.12,1813.62,136.24,114.77,440.76,59.68,1015.42,798.12,132.71,136.92,133.35,1849,716,1012,3577,135,121,22,423,72,838,976,1714,2430,248,567,1852,1585,357,609,2047,424,94,57.61,52.18,26.46,77,37,21,3586.61,2565,2573.46,350,23.57,24.12,24.45,135.37,136,134.17
DAL,2017,DAL,DAL,Team Level,4on5,82,0.12,0.12,0.15,26468,60.51,6.4,3.17,6.87,1.88,15.87,60.82,6.31,6.4,6.31,78,17,7,102,5,3,1,5,0,18,64,73,90,17,42,244,80,52,35,64,20,11,1.07,2.58,2.76,1,3,1,102,95,95,33,0.72,0.5,0.5,6.63,6.63,6.59,390.69,47,33.55,83.28,12.77,242.3,129.09,43.76,47,43.76,387,161,189,737,50,40,15,79,16,201,162,337,498,26,56,248,30,11,72,404,80,64,9.83,9.25,27.92,8,12,30,737,548,548,13,8.71,12.03,11.77,43.95,43.95,41.89
DAL,2017,DAL,DAL,Team Level,5on4,82,0.91,0.86,0.85,22097,348.31,41.4,30.74,74.12,12.12,223.2,117.42,39.1,41.4,39.1,367,132,173,672,44,40,9,72,13,180,150,323,455,17,36,224,29,9,73,357,103,39,10.14,12.27,19,9,13,22,672,499,499,11,7.89,11.31,10.81,38.49,38.49,36.6,58.02,4.23,2.44,7.06,1.76,15.28,60.23,4.21,4.23,4.21,79,12,14,105,7,2,1,5,2,10,65,72,84,13,28,195,59,36,30,74,14,3,1.44,1.97,0.82,4,2,1,105,91,91,29,0.58,0.44,0.44,4.37,4.37,4.37
NYI,2017,NYI,NYI,Team Level,other,82,0.47,0.51,0.5,9104,131.6,23.93,10.07,22.59,4.42,75.7,46.3,22.53,23.93,22.53,143,40,56,239,27,12,5,22,6,67,49,116,156,8,14,115,29,20,27,93,60,30,3.83,7.17,12.93,3,8,16,239,183,183,11,2.9,4.3,4.48,22.36,22.36,21.6,134.97,27.28,9.82,23.3,4.49,72.92,48.18,25.96,27.28,25.96,132,54,46,232,32,12,5,21,7,54,60,100,154,4,8,101,28,20,33,106,44,36,4.56,5.54,17.17,8,4,20,232,186,186,17,2.88,4.62,4.62,25.54,25.54,24.39
NYI,2017,NYI,NYI,Team Level,all,82,0.47,0.47,0.47,299008,2439.93,228.24,174.56,537.54,79.76,1387.71,1058.18,220.41,228.44,220.58,2573,893,1226,4692,261,161,45,547,91,1149,1257,2312,3205,263,571,2404,1816,541,920,2568,705,193,76.4,83.96,67.88,86,86,89,4675.96,3466,3460.77,474,38.45,39.01,39.33,227.37,227.29,222.7,2803.57,258.07,196.4,632.33,93.1,1588.87,1179.25,249.34,259.82,251.04,2918,1030,1263,5211,293,188,53,755,113,1159,1440,2625,3655,271,601,2515,1671,674,859,2977,742,229,87.97,88.2,81.89,93,96,104,5252.59,3948,3974.48,453,43.12,43.75,43.99,257.19,258.98,252.64
NYI,2017,NYI,NYI,Team Level,5on5,82,0.47,0.47,0.47,243713,1925.49,157.04,130.24,441.26,62.49,1090.34,852.63,152.65,157.24,152.82,2003,731,1007,3741,177,116,26,451,74,907,1009,1826,2557,237,521,1883,1703,442,760,2100,525,109,62.53,62.98,31.54,73,62,42,3724.96,2734,2728.77,407,26.78,25.07,25.21,158.61,158.54,156.16,2208.59,178.44,148.77,516.83,73.38,1244.98,943.61,173.23,180.2,174.93,2281,825,1034,4140,190,147,37,622,94,903,1150,2091,2916,245,549,1985,1564,562,736,2387,590,129,71.25,70,37.2,72,75,43,4181.59,3106,3132.48,387,30.57,31.1,31.34,177.67,179.46,176.04
NYI,2017,NYI,NYI,Team Level,4on5,82,0.1,0.11,0.12,22331,50.75,5.03,2.69,6.34,1.42,13.62,46.89,4.99,5.03,4.99,62,14,13,89,5,1,0,4,2,14,50,57,71,8,16,199,63,50,46,56,13,7,1.46,1.59,1.98,2,1,2,89,76,76,43,0.61,0.28,0.28,5.37,5.37,5.35,394.83,45.05,34.64,83.87,13.29,253.56,132.57,42.98,45.05,42.98,423,140,177,740,60,27,10,99,12,194,171,363,503,13,26,241,23,23,44,422,88,53,10.56,10.16,24.33,11,13,36,740,563,563,7,8.94,7.55,7.55,46.45,46.45,44.71
