team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PIT,2021,PIT,PIT,Team Level,other,82,0.51,0.49,0.5,10339,158.08,37.96,10.58,27.09,5.17,80.04,56.16,36.99,37.96,36.99,169,48,54,271,43,8,4,29,7,48,82,126,174,8,18,134,34,29,44,118,51,48,5.35,6,26.61,7,5,31,271,217,217,18,3.02,1.81,1.81,39.18,39.18,38.34,159.73,36.53,11.29,26.7,4.84,80.78,55.87,35.42,36.53,35.42,157,59,62,278,32,7,3,29,8,69,71,125,184,9,18,117,37,23,30,106,62,48,4.26,7.68,24.6,4,6,22,278,216,216,11,3.31,2.33,2.33,37.51,37.51,36.68
PIT,2021,PIT,PIT,Team Level,all,82,0.53,0.52,0.53,299558,2758.55,274,194.91,618.55,88.83,1523.82,1109.9,260.94,276.83,263.61,2850,960,1092,4902,269,232,40,580,90,1219,1421,2581,3541,249,546,2361,2010,652,668,2770,782,258,83.93,95.01,95.05,80,109,80,4969.06,3810,3852.66,318,42.81,50.95,51.84,264.97,267.55,261.13,2491.57,239.78,169.4,568.04,81.99,1355.65,1013.14,230.64,239.45,230.35,2577,851,1094,4522,222,211,32,573,85,1042,1295,2355,3206,284,618,2258,2187,614,604,2533,647,248,71.93,78.72,89.14,69,77,76,4498.42,3428,3415.13,311,37.32,45.91,45.91,231.2,231.01,226.24
PIT,2021,PIT,PIT,Team Level,5on5,82,0.53,0.52,0.53,247079,2191.71,184.03,147.46,511.79,70.12,1213.11,905.49,177.38,186.88,180.06,2257,775,874,3906,180,168,30,478,66,991,1150,2077,2852,219,486,1828,1861,551,515,2294,590,148,69.65,72.28,42.1,65,84,31,3973.06,3032,3074.66,260,30.44,35.84,35.84,178.63,181.2,177.96,1960.56,160.12,128.55,468.66,65.12,1069.25,805.3,155.31,159.79,155.03,2048,649,901,3598,154,172,21,482,64,796,1029,1894,2543,250,546,1779,2058,520,500,2047,505,145,58.36,61.45,40.32,59,63,32,3574.42,2697,2684.13,277,26.53,32.98,32.98,153.68,153.48,151.33
PIT,2021,PIT,PIT,Team Level,4on5,82,0.12,0.13,0.15,19891,52.93,4.71,2.79,7.2,1.65,17.65,39,4.62,4.71,4.62,63,10,8,81,3,1,0,6,6,10,47,60,70,5,10,155,79,48,34,53,13,7,1.3,1.6,1.81,1,1,1,81,73,73,33,0.65,0.22,0.22,5.13,5.13,5.05,289.62,34.74,25.53,61.9,9.7,181.16,95.97,31.59,34.74,31.59,285,124,121,530,29,31,8,50,12,159,128,256,380,14,30,190,17,17,53,310,54,45,7.02,6.13,21.59,3,6,20,530,409,409,4,6.54,10.35,10.35,30.92,30.92,29.2
PIT,2021,PIT,PIT,Team Level,5on4,82,0.85,0.85,0.82,22249,355.83,47.3,34.08,72.46,11.9,213.01,109.26,41.96,47.3,41.96,361,127,156,644,43,55,6,67,11,170,142,318,445,17,32,244,36,24,75,305,128,55,7.63,15.13,24.54,7,19,17,644,488,488,7,8.71,13.07,13.97,42.03,42.03,39.77,81.66,8.39,4.03,10.79,2.32,24.46,56.01,8.31,8.39,8.31,87,19,10,116,7,1,0,12,1,18,67,80,99,11,24,172,75,54,21,70,26,10,2.3,3.45,2.64,3,2,2,116,106,106,19,0.95,0.24,0.24,9.1,9.1,9.02
NSH,2021,NSH,NSH,Team Level,other,82,0.47,0.42,0.44,13454,156.08,34.97,11.35,27.3,5.59,86.07,54.71,33.8,34.97,33.8,151,69,56,276,34,7,0,32,8,81,58,117,186,7,14,166,45,24,37,113,66,41,4.45,8.06,22.46,7,11,16,276,220,220,15,3.23,2.41,2.41,35.79,35.79,34.81,201.84,40.14,15.09,35.17,6.97,118.39,67.22,37.09,40.14,37.09,206,77,99,382,36,12,1,45,8,109,73,170,247,6,12,172,43,22,28,145,90,48,5.42,10.73,23.99,6,8,22,382,283,283,12,4.44,3.38,3.38,41.2,41.2,38.78
NSH,2021,NSH,NSH,Team Level,all,82,0.49,0.49,0.49,298641,2447.36,251.48,173.32,546.73,83.03,1405.29,997.16,242.8,252.6,243.89,2440,1017,1046,4503,262,173,38,601,83,1119,1219,2178,3195,375,935,2495,2470,535,764,2519,711,227,79.67,85.18,86.63,82,92,88,4519.3,3457,3466.91,363,38.51,37.68,37.68,252.32,253.07,247.13,2592.78,259.4,185.01,571.43,85.4,1481.63,1036.13,248.36,259.72,248.67,2647,972,1160,4779,250,159,26,636,112,1174,1288,2397,3369,350,888,2374,1991,569,683,2655,725,239,82.8,88.36,88.25,77,88,85,4775.74,3619,3618.67,378,41.5,35.64,35.69,265.22,265.48,257.01
NSH,2021,NSH,NSH,Team Level,5on5,82,0.5,0.5,0.5,236018,1888.06,158.2,128.83,443.03,63.82,1084.49,792.62,153.91,159.31,155,1878,793,823,3494,165,133,26,484,68,859,962,1713,2506,335,851,1847,2328,440,606,2038,514,119,63.77,62.16,32.26,63,67,35,3510.3,2671,2680.91,305,26.67,26.5,26.5,158.36,159.11,156.74,1911.64,158.48,129.39,443.82,62.53,1087.29,794.5,154.58,158.8,154.88,1955,721,863,3539,156,104,16,494,81,827,1014,1799,2520,314,807,1797,1840,470,558,2055,504,117,65.27,61.38,31.84,58,66,32,3535.74,2676,2675.67,330,26.76,22.68,22.73,162.51,162.77,160.25
NSH,2021,NSH,NSH,Team Level,4on5,82,0.08,0.1,0.11,25976,51.86,4.54,2.67,7.15,1.54,16.76,37.36,4.47,4.54,4.47,51,19,12,82,2,0,0,5,1,11,51,49,68,18,39,238,68,51,39,50,18,2,1.7,2.15,0.69,1,1,0,82,70,70,35,0.61,0,0,5.15,5.15,5.07,416.93,53.28,37.07,83.78,13.77,256.45,132.64,49.49,53.28,49.49,414,163,186,763,53,40,8,89,22,226,147,361,524,23,52,236,35,20,60,405,107,65,10.46,13.13,29.69,11,13,29,763,577,577,4,9.51,8.61,8.61,54.2,54.2,50.7
NSH,2021,NSH,NSH,Team Level,5on4,82,0.88,0.87,0.86,23193,351.37,53.77,30.46,69.27,12.07,217.95,112.48,50.62,53.77,50.62,360,136,155,651,61,33,12,80,6,168,148,299,435,15,31,244,29,20,82,318,113,65,9.74,12.81,31.22,11,13,37,651,496,496,8,8.02,8.77,8.77,53.02,53.02,50.51,62.37,7.5,3.47,8.65,2.13,19.5,41.75,7.2,7.5,7.2,72,11,12,95,5,3,1,8,1,12,54,67,78,7,17,169,73,57,37,50,24,9,1.65,3.12,2.72,2,1,2,95,83,83,32,0.8,0.98,0.98,7.31,7.31,7.29
VGK,2021,VGK,VGK,Team Level,other,82,0.51,0.53,0.51,9464,150.76,36.13,11.34,25.77,4.89,82.1,47.76,32.95,36.13,32.95,167,41,81,289,34,15,2,24,10,72,53,133,174,3,6,149,32,38,19,112,45,51,4.55,5.31,26.28,8,9,17,289,208,208,10,3.25,5.23,5.23,34.15,34.15,32.43,145.64,34.8,9.95,26.25,4.92,74.31,50.75,32.48,34.8,32.48,144,57,59,260,26,18,4,23,6,61,67,118,175,8,16,106,34,27,19,109,41,51,4.16,5.19,25.45,5,3,18,260,201,201,5,2.92,4.77,4.77,32.95,32.95,31.27
VGK,2021,VGK,VGK,Team Level,all,82,0.51,0.52,0.53,298785,2742.27,266.57,193.39,639.68,90.14,1526.72,1106.52,254.64,267.9,255.94,2830,993,1241,5064,262,236,35,640,112,1268,1305,2568,3561,250,556,2348,1680,742,723,2793,756,274,80.11,92.47,93.98,85,94,83,5098.31,3823,3841.29,362,42.43,51.13,51.13,257.87,259.36,252.9,2424.25,252.35,170.59,547.57,79,1333.71,973.79,242.05,252.53,242.21,2459,898,1310,4667,244,213,47,454,87,1072,1287,2215,3113,246,559,2412,2534,676,659,2384,700,273,68.69,87.13,96.51,80,86,78,4653.19,3357,3352.81,325,37.69,49.64,49.68,240.36,239.97,234.34
VGK,2021,VGK,VGK,Team Level,5on5,82,0.52,0.53,0.54,249146,2218.38,188.51,149.72,537.57,72.98,1233.71,917.52,181.6,189.84,182.9,2279,821,1047,4147,183,179,24,558,89,1032,1059,2096,2917,232,520,1860,1582,630,615,2306,625,169,65.95,75.92,46.65,70,73,40,4181.31,3100,3118.29,325,30.97,36.35,36.57,182.9,184.38,180.86,1919.46,170.93,130.04,451.31,62.67,1059.72,788.32,165.02,171.12,165.19,1954,709,1077,3740,166,157,32,380,69,847,1044,1788,2497,221,509,1953,2401,567,561,1945,555,163,56.53,69.08,45.31,65,68,33,3726.19,2663,2658.81,295,26.93,33.36,33.36,164.51,164.11,161.6
VGK,2021,VGK,VGK,Team Level,4on5,82,0.14,0.12,0.15,19173,57.25,6.28,2.87,7.6,1.67,17.25,39.32,6.23,6.28,6.23,64,11,3,78,9,1,1,6,0,12,47,55,66,7,14,145,44,47,21,47,19,9,1.39,2.41,2.48,2,3,4,78,75,75,20,0.66,0.25,0.25,6.68,6.68,6.67,298.19,40.02,27.47,61.6,9.58,181.08,92.25,38.03,40.02,38.03,295,117,161,573,46,35,10,49,12,153,117,249,366,11,22,193,29,17,56,278,85,49,6.6,10.32,23.1,9,13,24,573,412,412,4,7.13,10.8,10.8,36.33,36.33,34.92
VGK,2021,VGK,VGK,Team Level,5on4,82,0.84,0.85,0.84,21002,315.88,35.65,29.47,68.74,10.58,193.66,101.91,33.86,35.65,33.86,320,120,110,550,36,41,8,52,13,152,146,284,404,8,16,194,22,27,68,328,67,45,8.23,8.84,18.58,5,9,22,550,440,440,7,7.55,9.29,9.07,34.14,34.14,32.94,60.96,6.59,3.13,8.39,1.83,18.6,42.47,6.52,6.59,6.52,66,15,13,94,6,3,1,2,0,11,59,60,75,6,12,160,70,65,23,52,19,10,1.4,2.54,2.66,1,2,3,94,81,81,21,0.73,0.71,0.75,6.57,6.57,6.53
EDM,2021,EDM,EDM,Team Level,other,82,0.64,0.49,0.5,9891,149.18,40.17,10.57,21.81,4.32,68.98,48.14,38.86,40.17,38.86,145,49,44,238,37,9,2,18,1,69,60,108,157,4,8,121,34,26,30,68,75,51,3.02,9.18,27.97,1,9,27,238,194,194,13,3.01,3.28,3.28,39.91,39.91,38.82,140.25,22.35,10.11,26.84,4.98,79.82,49.9,21.58,22.35,21.58,151,43,54,248,21,10,0,24,8,60,71,130,173,8,18,121,37,25,26,107,65,22,4.29,8.01,10.06,7,5,9,248,194,194,6,2.9,2.38,2.38,22.87,22.87,22.35
EDM,2021,EDM,EDM,Team Level,all,82,0.54,0.52,0.51,298753,2743.39,286.87,193.89,596.62,86.81,1491.09,1108.72,276.15,288.38,277.62,2791,973,1197,4961,285,198,41,583,98,1226,1374,2506,3479,275,586,2414,1853,633,885,2617,858,289,78.14,104.64,104.09,70,108,107,5003.54,3764,3790.82,533,42.8,45.05,45.33,284.34,285.54,278.43,2571.03,249.37,180.13,580.31,84.23,1436.95,1022.02,240.1,250.78,241.45,2647,906,1018,4571,251,191,35,571,99,1109,1332,2396,3302,257,543,2294,1935,654,926,2553,776,224,80.61,92.54,76.22,84,91,76,4567.28,3553,3559.95,553,39.81,40.62,40.62,248.55,249.82,244.35
EDM,2021,EDM,EDM,Team Level,5on5,82,0.51,0.52,0.52,243509,2127.06,184.39,142.78,490.34,67.61,1169.84,879.05,178.83,185.91,180.29,2161,773,1014,3948,181,154,32,492,80,937,1090,1980,2753,245,518,1889,1716,530,754,2161,602,171,64.48,73.48,46.44,55,79,47,3990.54,2934,2960.81,467,29.56,32.43,32.67,181.29,182.49,179.59,1994.18,173.78,132.86,467.27,64.73,1100.8,814.55,168.33,175.2,169.68,2050,704,823,3577,173,143,25,459,73,831,1075,1877,2581,225,477,1736,1806,538,771,2049,562,143,66.17,67.41,40.21,69,70,34,3573.28,2754,2760.95,496,27.47,28.08,28.08,173.17,174.44,171.48
EDM,2021,EDM,EDM,Team Level,4on5,82,0.14,0.16,0.18,23879,87.17,7.92,4.29,11.54,2.67,27.34,62.25,7.87,7.92,7.87,100,16,11,127,11,1,2,14,1,20,69,89,105,12,32,188,74,56,51,79,32,5,2.28,4.24,1.4,5,5,1,127,116,116,51,0.99,0.33,0.37,8.54,8.54,8.5,384.89,47.09,34.2,79.54,12.88,239.58,122.7,44.13,47.09,44.13,391,145,133,669,51,35,10,86,18,201,145,340,485,17,34,261,21,32,88,361,124,51,9.11,14.15,23.83,8,12,31,669,536,536,11,8.76,9.76,9.76,46.09,46.09,44.15
EDM,2021,EDM,EDM,Team Level,5on4,82,0.9,0.89,0.88,21474,379.97,54.38,36.25,72.93,12.21,224.94,119.28,50.59,54.38,50.59,385,135,128,648,56,34,5,59,16,200,155,329,464,14,28,216,29,21,50,309,149,62,8.37,17.75,28.27,9,15,32,648,520,520,2,9.23,9.01,9.01,54.59,54.59,51.51,51.7,6.14,2.95,6.65,1.63,16.75,34.88,6.06,6.14,6.06,55,14,8,77,6,3,0,2,0,17,41,49,63,7,14,176,71,59,41,36,25,8,1.05,2.97,2.13,0,4,2,77,69,69,40,0.68,0.41,0.41,6.42,6.42,6.37
FLA,2021,FLA,FLA,Team Level,other,82,0.58,0.6,0.6,11195,180.22,43.91,12.93,32.01,6.3,91.99,59.86,40.29,43.91,40.29,178,69,76,323,45,15,3,24,4,91,68,133,202,10,23,150,42,36,42,117,67,63,4.82,8.21,30.89,8,9,28,323,247,247,21,3.81,4.75,4.75,42.97,42.97,40.49,127.24,32.43,8.93,21.35,4.09,58.91,41.28,27.06,32.43,27.06,132,35,52,219,24,14,3,17,4,44,64,108,143,8,21,122,50,43,39,74,40,53,3.1,5.31,24.02,5,4,15,219,167,167,13,2.63,4.65,4.65,30.41,30.41,26.19
FLA,2021,FLA,FLA,Team Level,all,82,0.55,0.56,0.55,299053,2955.67,319.35,211.51,657.81,96.77,1602.65,1162.91,302.83,321.53,305,3062,989,1323,5374,337,268,57,651,113,1291,1391,2725,3714,320,712,2364,2051,801,969,2752,979,320,86.07,120.44,112.83,100,123,114,5459.19,4051,4093.45,447,46.68,62.61,62.61,303.4,305.69,296.92,2407.21,260.84,171.92,540.29,82.13,1299.1,950.73,244.85,260.88,244.84,2515,790,995,4300,242,242,33,531,81,980,1229,2273,3063,316,701,2537,2180,682,872,2284,733,288,69.38,91.29,100.18,72,94,76,4261.55,3305,3290.88,424,38.3,52.54,52.54,246.61,246.43,237.56
FLA,2021,FLA,FLA,Team Level,5on5,82,0.56,0.56,0.56,239957,2354.85,220.25,162.03,546.28,76.7,1277.95,942.77,210.61,222.44,212.79,2438,788,1076,4302,218,211,37,569,98,1010,1120,2220,3008,286,641,1803,1890,645,801,2268,771,187,71.59,94.69,53.97,81,91,46,4387.19,3226,3268.45,378,33.66,47.28,47.28,206.63,208.91,204.85,1835.14,173.3,126.37,431.48,62.56,991,742.28,166.63,173.35,166.61,1912,615,803,3330,161,184,20,439,67,724,952,1751,2366,289,639,2009,2013,565,731,1795,557,175,55.9,68.89,48.51,60,71,30,3291.55,2527,2512.88,380,26.33,37.48,37.48,162.16,161.98,159.66
FLA,2021,FLA,FLA,Team Level,4on5,82,0.19,0.16,0.17,23988,78.92,10.92,4.62,10.78,2.5,25.25,51.92,10.87,10.92,10.87,91,15,18,124,12,3,1,7,4,16,64,79,94,5,10,173,92,101,47,57,30,19,1.62,3.85,5.45,2,6,4,124,106,106,40,1.06,0.03,0.03,11.95,11.95,11.88,380.4,48,33.31,79.56,13.55,228.94,120.64,44.09,48,44.09,400,124,128,652,49,42,10,70,10,198,155,351,475,12,27,243,38,17,69,360,111,53,8.66,13.78,25.56,6,15,28,652,524,524,6,8.58,9.89,9.89,46.68,46.68,44.38
FLA,2021,FLA,FLA,Team Level,5on4,82,0.86,0.86,0.84,23913,341.68,44.26,31.93,68.74,11.26,207.46,108.36,41.06,44.26,41.06,355,117,153,625,62,39,16,51,7,174,139,293,410,19,38,238,27,19,79,310,111,51,8.05,13.69,22.52,9,17,36,625,472,472,8,8.15,10.55,10.55,41.85,41.85,39.71,64.43,7.11,3.3,7.9,1.91,20.23,46.54,7.06,7.11,7.06,71,16,12,99,8,2,0,5,0,14,58,63,79,7,14,163,79,57,33,55,25,7,1.71,3.31,2.09,1,4,3,99,87,87,25,0.76,0.52,0.52,7.36,7.36,7.33
