team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2013,VAN,VAN,Team Level,other,82,0.4,0.48,0.48,10604,156.81,20.62,10.25,33.41,5.08,82.8,64.96,19.22,20.62,19.22,154,65,71,290,12,6,3,44,7,80,70,142,207,16,33,152,46,34,23,157,35,27,6.04,3.95,10.63,5,1,6,290,219,219,12,2.84,2.15,2.21,21.12,21.12,20.21,167.16,31.5,12.27,30.58,5.69,93.13,59.82,30.12,31.5,30.12,165,68,77,310,34,9,4,28,5,72,85,131,199,14,28,170,56,36,26,126,61,46,4.45,7.51,19.54,4,9,21,310,233,233,13,3.52,3.93,4.54,30.48,30.48,29.47
VAN,2013,VAN,VAN,Team Level,all,82,0.5,0.52,0.52,300471,2525.57,205.72,171.22,592.2,84.26,1420.6,1082.14,197.69,205.87,197.81,2527,1031,1249,4807,191,166,43,608,91,1199,1303,2336,3367,362,851,2534,1710,524,538,2832,541,185,76.83,64.35,64.53,74,56,61,4788.95,3558,3549.66,365,37.86,37.39,41.27,202.17,202.05,197.31,2336.47,207.88,159.45,542.06,78.7,1322.48,963.41,201.48,208.48,202.07,2328,946,1217,4491,216,140,36,602,102,1013,1201,2112,3058,338,808,2399,1925,542,632,2501,586,187,71.05,71.76,65.07,62,75,79,4512.23,3274,3290.6,406,35.18,32.63,36.6,206.46,207.43,203.77
VAN,2013,VAN,VAN,Team Level,5on5,82,0.5,0.51,0.52,239569,1934.53,137.66,123.4,467.84,63.97,1078.03,846.11,133.19,137.81,133.31,1917,800,984,3701,139,125,26,470,68,904,1011,1778,2578,310,735,1951,1565,410,425,2203,409,105,59.74,48.79,29.14,62,46,31,3682.95,2717,2708.66,302,25.31,25.02,26.51,136.47,136.34,134.26,1820.45,139.41,117.42,438.98,61.15,1021.55,767.49,135.51,140,136.11,1833,713,963,3509,142,106,25,503,81,783,931,1691,2404,288,705,1786,1750,416,490,2014,430,102,56.93,52.66,29.82,53,55,34,3530.23,2546,2562.6,347,24.08,23.12,26.14,137.35,138.33,136.48
VAN,2013,VAN,VAN,Team Level,4on5,82,0.12,0.14,0.14,25676,51.42,4.43,2.42,7.14,1.52,15.59,41.91,4.37,4.43,4.37,54,19,21,94,5,3,1,7,2,10,46,49,68,10,22,182,67,67,51,52,18,3,1.43,2.12,0.89,1,3,1,94,73,73,48,0.56,0.76,0.76,4.23,4.23,4.21,306.59,32.23,27.49,66.93,10.47,195.9,102.99,31.1,32.23,31.1,283,153,164,600,36,24,6,61,14,152,149,247,400,25,53,234,37,27,77,326,79,31,8.77,9.78,13.68,5,10,21,600,436,436,10,7.06,5.27,5.61,33.67,33.67,32.88
VAN,2013,VAN,VAN,Team Level,5on4,82,0.9,0.91,0.9,24622,382.8,43,35.15,83.8,13.69,244.19,129.16,40.91,43,40.91,402,147,173,722,35,32,13,87,14,205,176,367,514,26,61,249,32,13,39,420,79,50,9.63,9.5,23.88,6,6,23,722,549,549,3,9.15,9.46,11.8,40.37,40.37,38.63,42.28,4.75,2.28,5.57,1.4,11.89,33.12,4.74,4.75,4.74,47,12,13,72,4,1,1,10,2,6,36,43,55,11,22,209,82,63,39,35,16,8,0.9,1.81,2.04,0,1,3,72,59,59,36,0.52,0.31,0.31,4.96,4.96,4.95
NYR,2013,NYR,NYR,Team Level,other,82,0.51,0.52,0.51,14084,157.08,24.14,10.44,30.73,5.14,86.12,62.41,22.85,24.14,22.85,151,68,76,295,21,8,1,26,4,88,72,130,198,17,37,161,51,15,30,136,52,31,4.61,6.16,13.39,5,5,11,295,219,219,15,2.98,2.52,2.37,24.75,24.75,23.59,152.11,23.26,10.46,30.19,4.92,82.85,57.33,21.87,23.26,21.87,142,67,65,274,17,14,2,30,8,74,66,125,192,12,26,162,43,24,23,142,30,37,4.49,3.48,15.3,4,1,12,274,209,209,12,2.96,3.78,4.1,22.12,22.12,21.45
NYR,2013,NYR,NYR,Team Level,all,82,0.52,0.53,0.53,298013,2661.59,226,178.9,605.96,87.02,1500.48,1113.63,218.76,226.41,219.17,2719,993,1262,4974,214,168,32,640,87,1207,1396,2505,3498,315,707,2396,1905,564,706,2847,686,179,78.33,83.53,64.16,73,75,66,4989.38,3712,3723.59,414,39.26,37.35,38.5,226.77,227.28,222.45,2383.86,211.53,159.66,543.38,77.26,1321.28,997.89,203.55,211.94,203.95,2411,900,1119,4430,190,165,35,519,87,1060,1290,2221,3121,348,770,2512,1847,485,681,2523,585,203,71.49,72.94,67.1,64,67,59,4427,3311,3311.93,399,34.96,40.35,41.44,205.05,205.24,201.62
NYR,2013,NYR,NYR,Team Level,5on5,82,0.51,0.52,0.53,237777,2083.96,156.98,134.49,490.31,68.15,1163.17,881.9,152.24,157.37,152.64,2130,765,962,3857,143,139,23,527,71,903,1112,1987,2752,266,608,1825,1758,478,560,2267,528,100,63.62,64.56,28.8,58,59,26,3872.38,2895,2906.59,356,27.62,28.35,29.85,154.74,155.24,152.63,1883.05,148.26,120.41,445.61,61.19,1044.01,796.52,143.12,148.66,143.51,1894,722,890,3506,136,124,27,421,70,840,1025,1758,2480,301,676,1925,1711,374,549,2033,462,121,56.76,57.76,33.74,52,54,30,3503,2616,2616.93,340,24.71,28.22,28.99,143.98,144.17,142.02
NYR,2013,NYR,NYR,Team Level,4on5,82,0.12,0.13,0.15,21490,51.43,4.72,2.47,6.83,1.5,15.13,40.35,4.61,4.72,4.61,55,16,14,85,10,3,1,5,2,8,43,45,61,13,26,160,60,52,34,52,14,5,1.49,1.76,1.47,4,4,2,85,71,71,34,0.56,0.81,0.81,4.48,4.48,4.46,288.18,33.35,25.85,59.98,9.36,177.16,97.29,32.06,33.35,32.06,311,92,145,548,31,24,6,61,8,133,146,280,372,21,42,205,19,20,67,296,71,36,8.71,9.14,15.51,7,9,15,548,403,403,7,6.6,7.68,7.68,32.28,32.28,31.52
NYR,2013,NYR,NYR,Team Level,5on4,82,0.86,0.88,0.86,24662,369.12,40.16,31.5,78.1,12.21,236.06,128.98,39.07,40.16,39.07,383,144,210,737,40,18,7,82,10,208,169,343,487,19,36,250,36,19,82,392,92,43,8.61,11.06,20.5,6,7,27,737,527,527,9,8.11,5.66,5.46,42.81,42.81,41.78,60.52,6.66,2.94,7.6,1.8,17.27,46.74,6.5,6.66,6.5,64,19,19,102,6,3,0,7,1,13,53,58,77,14,26,220,74,67,42,52,22,9,1.54,2.57,2.55,1,3,2,102,83,83,40,0.68,0.67,0.67,6.66,6.66,6.64
TOR,2013,TOR,TOR,Team Level,other,82,0.45,0.5,0.47,10356,154.75,26.39,10.44,29.87,5.11,84.39,58.82,24.77,26.39,24.77,143,72,83,298,21,9,4,31,8,79,67,122,194,10,23,154,85,31,33,135,46,34,4.64,5.7,16.05,2,4,15,298,215,215,12,2.9,4.12,5.13,24.16,24.16,23.52,173.27,32.64,10.76,35.43,5.79,86.77,67.68,31.77,32.64,31.77,168,72,60,300,28,7,2,48,7,85,65,140,212,10,23,160,69,30,34,149,47,44,5.08,6.01,21.56,4,5,19,300,240,240,20,3.03,2.57,2.59,33.01,33.01,32.25
TOR,2013,TOR,TOR,Team Level,all,82,0.43,0.44,0.43,300435,2275.62,204.63,155.13,520.05,73.44,1265.77,937.99,197.48,204.31,197.19,2292,865,1108,4265,222,142,38,537,84,1050,1122,2070,2935,363,882,2574,2592,600,892,2378,604,175,69.52,74.06,61.05,76,71,75,4241.21,3157,3143.57,597,34.32,31.44,34.78,204.17,203.7,199.69,3013.58,272.82,201.22,704.6,100.58,1695.1,1253.8,262.28,274.98,264.36,2945,1285,1278,5508,252,169,33,796,132,1464,1417,2693,3978,345,840,2759,2191,600,816,3217,769,244,92.2,94.38,86.23,87,85,80,5555.49,4230,4262.35,504,44.13,38.43,44.14,272.69,274.64,267.92
TOR,2013,TOR,TOR,Team Level,5on5,82,0.43,0.43,0.42,240476,1744.71,138.2,110.83,414.65,56.3,959.99,740.03,134.31,137.88,134.02,1748,672,841,3261,149,98,25,428,60,795,890,1599,2271,321,792,1967,2337,480,717,1867,459,94,56.02,56.36,25.83,67,50,32,3237.21,2420,2406.57,510,22.81,21.26,23.61,137.4,136.94,134.95,2359.65,186.2,151.66,572.29,78.63,1330.25,990.98,179.44,188.35,181.52,2283,1027,1042,4352,166,132,23,638,102,1140,1132,2117,3144,311,758,2097,1978,500,653,2586,583,141,74.36,71.55,40.29,75,59,32,4399.49,3310,3342.35,413,31.16,27.96,33.22,184.15,186.09,182.52
TOR,2013,TOR,TOR,Team Level,4on5,82,0.06,0.07,0.08,24758,34.34,3.16,1.58,4.29,0.94,9.52,28.52,3.16,3.16,3.16,43,5,9,57,6,0,0,3,1,7,31,37,42,13,29,217,111,63,65,35,8,5,1.01,1.02,1.12,2,2,2,57,48,48,63,0.37,0,0,3.53,3.53,3.53,409.16,48.26,35.63,87.62,14.01,257.14,135.4,45.38,48.26,45.38,413,166,163,742,48,29,8,99,15,226,162,365,531,14,37,279,38,19,56,405,119,55,10.59,14.35,23.33,3,18,27,742,579,579,1,9.22,7.75,8.17,49.24,49.24,46.87
TOR,2013,TOR,TOR,Team Level,5on4,82,0.87,0.85,0.82,24845,341.82,36.89,32.27,71.24,11.09,211.88,110.63,35.25,36.89,35.25,358,116,175,649,46,35,9,75,15,169,134,312,428,19,38,236,59,26,77,341,91,42,7.85,10.98,18.05,5,15,26,649,474,474,12,8.23,6.05,6.04,39.08,39.08,37.69,71.49,5.71,3.17,9.27,2.16,20.95,59.74,5.69,5.71,5.69,81,20,13,114,10,1,0,11,8,13,58,71,91,10,22,223,106,51,73,77,20,4,2.18,2.48,1.05,5,3,2,114,101,101,70,0.72,0.15,0.15,6.28,6.28,6.27
FLA,2013,FLA,FLA,Team Level,other,82,0.38,0.45,0.44,11173,111.27,14.54,7.88,21.03,3.63,65.75,42.16,14,14.54,14,103,52,57,212,13,5,1,24,5,48,60,90,142,11,27,136,47,17,17,104,36,15,3.6,4.21,6.73,5,1,7,212,155,155,8,2.2,1.48,1.58,15.17,15.17,14.71,141.13,23.73,10.33,27.75,5.03,76.47,52.69,22.33,23.73,22.33,148,48,63,259,20,12,2,33,4,71,56,128,176,9,18,111,46,26,18,113,51,32,3.77,6.42,13.54,4,3,13,259,196,196,5,3.13,3.01,3.01,23.84,23.84,22.9
FLA,2013,FLA,FLA,Team Level,all,82,0.47,0.5,0.5,299812,2441.32,206,166.92,552.53,79.35,1374.05,1025.15,198.04,204.13,196.17,2451,953,1063,4467,188,185,36,602,95,991,1343,2263,3216,317,748,2380,1860,523,473,2624,601,179,75.84,70.72,59.43,69,69,50,4374.13,3404,3346.71,256,36.39,40.08,44.04,198.34,196.25,192.87,2454.99,228.61,171.41,556.75,81.03,1359.64,1022.55,220.19,232.21,223.66,2551,869,982,4402,262,203,62,651,84,1013,1207,2289,3158,326,754,2551,2067,516,495,2556,651,213,74.3,78.86,75.46,81,84,97,4521.55,3420,3492.74,279,38.12,47.9,48.61,218.13,221.28,216.98
FLA,2013,FLA,FLA,Team Level,5on5,82,0.5,0.51,0.51,237831,1939.9,151.99,126.76,453.49,63.06,1082.44,824.26,146.85,150.12,144.98,1953,749,828,3530,143,144,28,483,82,786,1064,1810,2559,269,636,1774,1699,429,382,2112,472,118,63.29,55.62,33.07,55,57,31,3437.13,2702,2644.71,216,26.04,30.04,32.81,145.22,143.13,141.3,1879.45,153.92,124.23,442.23,61.95,1041.83,799.85,149.06,157.5,152.53,1940,684,779,3403,178,143,42,505,63,780,955,1762,2446,286,670,1954,1877,402,396,2007,498,119,59.65,59.75,34.52,66,61,51,3522.55,2624,2696.74,239,25.6,31.3,31.99,147.54,150.69,148.57
FLA,2013,FLA,FLA,Team Level,4on5,82,0.11,0.12,0.13,23268,55.77,5.54,2.72,7.11,1.62,15.97,42.04,5.44,5.54,5.44,61,14,12,87,8,2,1,7,1,5,52,53,67,19,46,196,73,45,23,48,21,6,1.43,2.65,1.47,3,4,1,87,75,75,20,0.62,0.45,0.45,5.71,5.71,5.7,370.74,44.64,33.75,78.03,12.06,223.27,121.26,42.6,44.64,42.6,396,117,124,637,58,45,17,97,14,149,150,338,455,15,33,257,36,23,50,376,83,54,9.35,10.07,25.23,10,19,29,637,513,513,5,8.66,12.86,12.88,40.43,40.43,39.2
FLA,2013,FLA,FLA,Team Level,5on4,82,0.84,0.86,0.84,27540,334.37,33.93,29.55,70.9,11.04,209.89,116.7,31.75,33.93,31.75,334,138,166,638,24,34,6,88,7,152,167,310,448,18,39,274,41,32,51,360,72,40,7.52,8.25,18.16,6,7,11,638,472,472,12,7.51,8.1,9.2,32.24,32.24,31.16,63.67,6.33,3.11,8.74,1.99,18.07,48.78,6.2,6.33,6.2,67,20,16,103,6,3,1,16,3,13,46,61,81,16,33,229,108,65,31,60,19,8,1.53,2.63,2.17,1,1,4,103,87,87,30,0.73,0.73,0.73,6.32,6.32,6.31
CAR,2013,CAR,CAR,Team Level,other,82,0.49,0.51,0.49,11285,157.34,26.66,10.78,30.58,5.43,84.52,61.03,25.64,26.66,25.64,144,75,90,309,24,7,1,34,5,79,70,120,195,13,26,169,48,39,33,126,62,31,4.46,7.31,14.88,2,8,14,309,219,219,12,3.12,2.1,2.21,27.57,27.57,26.7,160.97,27.68,11.41,31.01,5.25,90.32,58.33,26,27.68,26,148,76,71,295,31,8,5,22,5,95,63,117,193,14,29,133,67,31,29,137,55,32,5.23,6.89,15.56,4,8,19,295,224,224,12,3.19,3.04,3.04,27.83,27.83,26.77
CAR,2013,CAR,CAR,Team Level,all,82,0.49,0.51,0.5,298749,2610.99,225.88,173.64,612.59,85.68,1449.97,1071.22,216.68,225.3,216.16,2561,1058,1310,4929,205,203,32,569,95,1164,1383,2356,3414,288,610,2652,1807,785,734,2772,647,200,80.26,78.91,66.72,79,68,58,4899.85,3619,3606.12,357,38.27,41.4,42.47,221.7,221.1,216.61,2587.46,232.78,175.17,592.18,84.58,1435.13,1078.15,224.72,234.44,226.32,2537,1061,1096,4694,226,187,43,529,86,1192,1378,2311,3372,319,670,2390,1965,652,750,2742,658,198,82.8,81.44,68.55,65,85,76,4726.58,3598,3620.15,376,38.31,39.4,40.67,230.43,231.85,226.89
CAR,2013,CAR,CAR,Team Level,5on5,82,0.48,0.5,0.5,240222,2034.06,154.21,129.48,493.77,66.57,1126.53,851.44,149.66,153.62,149.14,1996,826,1000,3822,137,152,24,446,70,901,1116,1859,2685,246,526,2023,1669,650,609,2230,474,118,64.81,58.14,31.25,69,45,23,3792.85,2822,2809.12,317,26.62,27.99,29.1,151.73,151.13,148.86,2066.51,165.11,134.26,489.94,67.67,1143,868.03,160.51,166.77,162.11,2030,838,909,3777,151,153,28,436,75,939,1114,1879,2717,264,559,1832,1771,522,612,2235,511,122,68.32,62.93,33.85,52,66,33,3809.58,2868,2890.15,322,27.65,29.8,30.71,162.05,163.47,161.01
CAR,2013,CAR,CAR,Team Level,4on5,82,0.13,0.15,0.14,21518,53.29,5.14,2.4,7.17,1.54,15.35,39.39,5.08,5.14,5.08,55,16,22,93,11,2,1,7,3,11,37,44,60,7,14,195,55,61,23,50,13,8,1.32,1.62,2.2,2,4,5,93,71,71,19,0.56,0.31,0.31,5.38,5.38,5.37,298.12,33.64,26.57,63.42,9.69,185.17,100.51,31.89,33.64,31.89,301,118,108,527,36,24,10,65,5,148,141,265,383,22,44,206,33,29,75,314,70,35,7.88,8.71,17.04,5,8,23,527,419,419,12,6.8,6.25,6.61,33.84,33.84,32.39
CAR,2013,CAR,CAR,Team Level,5on4,82,0.86,0.88,0.85,25724,366.3,39.88,30.98,81.06,12.14,223.57,119.36,36.3,39.88,36.3,366,141,198,705,33,42,6,82,17,173,160,333,474,22,44,265,35,35,69,366,98,43,9.66,11.83,18.4,6,11,16,705,507,507,9,7.97,10.99,10.84,37.03,37.03,35.68,61.86,6.36,2.93,7.82,1.97,16.64,51.28,6.31,6.36,6.31,58,29,8,95,8,2,0,6,1,10,60,50,79,19,38,219,94,70,34,56,22,9,1.37,2.91,2.09,4,3,1,95,87,87,30,0.67,0.31,0.31,6.72,6.72,6.72
