team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DET,2022,DET,DET,Team Level,other,53,0.6,0.52,0.51,7669,114.15,25.12,8.46,21.27,3.83,57.22,36.09,23.75,25.12,23.75,113,39,49,201,26,14,3,20,3,47,42,87,126,5,10,90,22,12,13,84,34,34,3.41,3.84,17.87,5,4,17,201,152,152,6,2.5,4.26,4.26,23.36,23.36,22.79,102.1,16.7,8.67,19.19,3.58,61.14,34.71,15.52,16.7,15.52,100,44,42,186,18,6,0,17,3,59,41,82,126,4,8,97,28,11,15,90,30,24,3.42,3.62,9.66,5,4,9,186,144,144,6,2.52,1.09,1.09,18.14,18.14,16.8
DET,2022,DET,DET,Team Level,all,53,0.49,0.47,0.48,193782,1525.58,152.99,105.45,354.22,50.41,849.58,602.36,145.89,152.9,145.84,1541,574,704,2819,163,140,19,322,37,693,760,1378,1952,182,371,1417,1238,267,373,1574,380,161,45.71,45.68,61.61,60,49,54,2803.76,2115,2108.14,192,23.72,33.63,33.64,143.08,143.02,139.94,1644.96,158.09,115.87,383,55.54,928.73,658.78,147.7,158.79,148.38,1643,657,832,3132,170,157,29,325,42,817,789,1473,2130,205,422,1498,1084,269,432,1728,408,164,51.5,49.51,57.08,71,51,48,3155.4,2300,2314.16,217,25.86,31.13,31.36,152.58,153.04,145.22
DET,2022,DET,DET,Team Level,5on5,53,0.46,0.46,0.46,155719,1110.51,91.62,72.87,271.87,36.77,621.5,456.38,87.71,91.52,87.66,1124,427,539,2090,101,102,10,245,26,497,580,1023,1450,161,329,1043,1140,220,313,1192,272,87,33.56,33.3,24.75,49,37,15,2074.76,1551,1544.14,171,15.03,22.41,22.56,84.09,84.03,82.72,1280.37,106.63,85.72,312.4,43.31,719.59,525.36,102.15,107.34,102.82,1280,513,681,2474,111,128,22,269,34,624,627,1169,1682,179,372,1117,1002,227,369,1384,311,98,41.04,37.74,27.86,52,40,19,2497.4,1793,1807.16,190,17.7,24.74,25.09,99.24,99.7,97.68
DET,2022,DET,DET,Team Level,4on5,53,0.09,0.11,0.14,13561,35.66,3.16,1.81,5.36,1.14,11.74,25.8,3.15,3.16,3.15,41,8,3,52,2,0,0,4,0,11,32,39,47,6,12,112,57,24,14,36,9,4,1.05,1.03,1.08,0,2,0,52,49,49,13,0.42,0,0,3.58,3.58,3.56,222.98,32.18,19.7,45.41,7.43,134.9,69.38,27.48,32.18,27.48,215,94,102,411,35,23,7,36,5,126,84,180,274,15,28,130,16,5,27,207,62,40,5.69,7.55,18.94,9,6,20,411,309,309,0,5.23,5.3,5.18,32.23,32.23,27.77
DET,2022,DET,DET,Team Level,5on4,53,0.93,0.89,0.87,16833,265.26,33.1,22.31,55.73,8.67,159.1,84.09,31.28,33.1,31.28,263,100,113,476,34,24,6,53,8,138,106,229,329,10,20,172,19,11,33,262,65,36,7.68,7.51,17.91,6,6,22,476,363,363,2,5.78,6.96,6.83,32.05,32.05,30.87,39.51,2.57,1.78,6.02,1.22,13.09,29.31,2.56,2.57,2.56,48,6,7,61,6,0,0,3,0,8,37,42,48,7,14,154,38,26,21,47,5,2,1.35,0.6,0.62,5,1,0,61,54,54,21,0.41,0,0,2.98,2.98,2.96
EDM,2022,EDM,EDM,Team Level,other,55,0.56,0.53,0.52,6533,94.45,22.4,6.89,15.43,2.92,49.2,30.15,21.64,22.4,21.64,96,31,42,169,22,5,1,20,1,44,35,74,105,6,12,94,15,24,17,55,42,30,2.23,5.39,14.79,0,8,14,169,127,127,5,1.93,1.6,2.02,22.32,22.32,21.91,87.67,17.47,6.32,15.89,3.08,47.01,29.23,16.46,17.47,16.46,93,26,33,152,19,6,1,21,3,38,32,74,100,6,12,86,23,14,14,62,34,23,2.26,4.18,11.03,3,6,10,152,119,119,7,1.82,1.9,1.9,17.39,17.39,16.51
EDM,2022,EDM,EDM,Team Level,all,55,0.55,0.51,0.51,199409,1801.44,202.47,128.63,396.99,58.03,972.37,705.51,190.98,203.49,192.05,1833,631,810,3274,205,145,17,353,55,874,832,1628,2259,219,475,1640,1247,494,595,1655,604,205,50.35,74.25,77.87,58,86,61,3307.78,2464,2486.17,347,28.7,31.99,32.11,199.06,200.22,192.97,1729.23,166.24,118.3,402.6,57.15,952.44,684.26,161.03,166.15,160.93,1746,635,714,3095,177,145,28,408,47,806,798,1569,2204,217,470,1630,1409,463,555,1755,466,160,52.49,55.98,57.77,56,57,64,3080.72,2381,2373.16,305,26.41,28.15,28.2,164.46,164.21,160.88
EDM,2022,EDM,EDM,Team Level,5on5,55,0.53,0.51,0.51,158947,1362.71,123.96,92.8,319.68,44.37,739.01,553.19,118.68,124.98,119.74,1378,495,651,2524,120,107,10,290,44,664,648,1258,1753,193,423,1217,1167,407,497,1332,429,112,41.16,52.85,29.94,49,54,17,2557.78,1873,1895.17,308,19.26,21.85,21.55,121.67,122.83,119.95,1324.93,109.88,85.75,321.79,43.73,724.6,541.23,107.23,109.78,107.14,1327,500,567,2394,112,109,22,319,30,627,630,1215,1715,194,421,1243,1306,397,447,1381,356,90,41.89,42.6,25.4,48,39,25,2379.72,1827,1819.16,264,17.7,20.15,20.4,107.18,106.95,105.51
EDM,2022,EDM,EDM,Team Level,4on5,55,0.16,0.14,0.16,17678,55.56,6.88,2.86,7.6,1.67,16.74,37.25,6.84,6.88,6.84,62,11,10,83,8,3,1,4,1,12,45,54,65,7,14,166,41,46,35,43,23,7,1.58,2.96,2.35,2,5,1,83,73,73,33,0.66,0.92,0.92,6.62,6.62,6.62,284.51,36.32,24.87,60.34,9.34,170.6,89.53,34.78,36.32,34.78,291,100,108,499,43,30,5,64,13,132,109,248,348,9,18,166,24,24,60,278,69,44,7.44,8.33,20.55,4,11,28,499,391,391,2,6.57,6.11,5.9,36.99,36.99,35.99
EDM,2022,EDM,EDM,Team Level,5on4,55,0.95,0.91,0.9,16251,288.71,49.23,26.08,54.27,9.07,167.42,84.91,43.81,49.23,43.81,297,94,107,498,55,30,5,39,9,154,104,242,336,13,26,163,24,17,46,225,110,56,5.38,13.05,30.8,7,19,29,498,391,391,1,6.85,7.62,7.62,48.45,48.45,44.48,32.12,2.57,1.36,4.58,1,10.22,24.28,2.55,2.57,2.55,35,9,6,50,3,0,0,4,1,9,27,32,41,8,19,135,56,28,34,34,7,3,0.9,0.87,0.8,1,1,1,50,44,44,32,0.32,0,0,2.89,2.89,2.86
