team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CBJ,2019,CBJ,CBJ,Team Level,other,70,0.5,0.43,0.44,9960,100.74,18.54,6.92,17.45,3.25,52.37,38.6,18.14,18.54,18.14,114,25,39,178,24,4,2,22,1,42,46,90,115,6,12,84,28,23,22,74,43,22,2.87,4.9,10.77,4,8,12,178,139,139,14,1.94,1.01,1.01,19.33,19.33,19.01,127.51,18.23,8.83,24.5,4.29,74.83,48.38,17.52,18.23,17.52,129,51,60,240,30,12,6,19,6,62,51,99,150,4,6,112,20,17,25,115,44,21,4.24,5.43,8.56,9,9,12,240,180,180,3,2.48,2.61,2.61,18.04,18.04,17.65
CBJ,2019,CBJ,CBJ,Team Level,all,70,0.52,0.49,0.51,255708,2139.52,180.03,143.54,498.64,69.36,1190.67,883.9,173.38,180.13,173.48,2272,696,838,3806,180,159,29,507,74,912,1136,2092,2788,188,402,1884,1436,438,593,2310,505,153,66.51,61.03,52.5,70,61,49,3796.93,2968,2961.49,276,31.07,34.02,34.09,176.9,176.93,173.44,2025.35,169.24,135.1,469.32,67.27,1166.4,858.79,164.13,170.11,164.98,2093,775,1057,3925,183,130,23,492,71,879,1113,1910,2685,200,421,1998,1515,422,624,2232,501,135,63.29,60.34,45.61,67,68,48,3941.01,2868,2879,285,29.24,29.65,29.65,168.71,169.65,166.69
CBJ,2019,CBJ,CBJ,Team Level,5on5,70,0.52,0.49,0.51,211173,1747.96,133.26,112.43,422.12,56.59,968.6,730.99,128.69,133.35,128.78,1839,585,703,3127,127,130,20,427,67,736,937,1712,2297,171,368,1509,1346,375,502,1920,401,103,55.69,48.61,28.96,56,48,23,3117.93,2424,2417.49,240,23.04,26.41,26.47,129.84,129.87,127.79,1646.1,125.5,106.08,395.21,54.72,943.84,707.71,121.93,126.37,122.77,1696,638,900,3234,122,102,14,432,52,705,921,1574,2212,184,391,1588,1435,353,516,1853,394,87,52.17,47.46,25.87,50,51,21,3250.01,2334,2345,252,21.68,22.79,23.73,123.4,124.34,122.49
CBJ,2019,CBJ,CBJ,Team Level,4on5,70,0.18,0.16,0.18,16273,46.79,4.31,2.55,6.8,1.48,15.28,33.59,4.17,4.31,4.17,52,12,8,72,1,2,0,5,2,8,46,51,63,3,6,134,38,28,25,49,9,6,1.32,1.22,1.77,1,0,0,72,64,64,19,0.6,0.42,0.42,4.48,4.48,4.46,205.72,19.92,17.72,43.51,6.86,133.53,71.44,19.24,19.92,19.24,217,76,89,382,26,13,1,39,13,105,97,191,267,7,14,148,12,16,56,226,47,20,5.74,5.29,8.9,8,5,13,382,293,293,4,4.51,2.97,2.04,22.39,22.39,21.69
CBJ,2019,CBJ,CBJ,Team Level,5on4,70,0.81,0.86,0.85,18302,244.04,23.93,21.63,52.27,8.05,154.41,80.72,22.39,23.93,22.39,267,74,88,429,28,23,7,53,4,126,107,239,313,8,16,157,24,12,44,267,52,22,6.63,6.3,11,9,5,14,429,341,341,3,5.49,6.18,6.18,23.25,23.25,22.17,46.01,5.59,2.47,6.09,1.4,14.2,31.25,5.44,5.59,5.44,51,10,8,69,5,3,2,2,0,7,44,46,56,5,10,150,48,36,27,38,16,7,1.15,2.17,2.27,0,3,2,69,61,61,26,0.56,1.27,1.27,4.88,4.88,4.86
WSH,2019,WSH,WSH,Team Level,other,69,0.62,0.57,0.59,10425,176.28,38.96,11.75,30.89,5.77,95.68,63.15,33.59,38.96,33.59,169,80,59,308,39,12,5,29,7,88,74,130,210,6,12,119,49,31,33,142,55,52,5.72,6.66,26.58,9,6,24,308,249,249,18,3.43,4.78,4.57,37.62,37.62,33.16,121.86,23.65,8.85,21.95,3.96,66.83,43.88,23.32,23.65,23.32,118,53,58,229,21,7,0,20,3,62,58,97,150,14,28,141,33,27,34,100,42,29,3.61,5.51,14.54,3,5,13,229,171,171,16,2.57,1.28,1.28,24.81,24.81,24.5
WSH,2019,WSH,WSH,Team Level,all,69,0.53,0.52,0.52,251881,2217.5,217.32,149.97,501.45,73.43,1221.77,918.52,204.99,218.58,206.21,2208,881,960,4049,236,167,32,458,97,1037,1094,1972,2853,285,631,1991,1716,522,753,2281,593,215,65.4,70.93,80.99,78,76,82,4068.12,3089,3105.37,440,33.45,32.64,33.06,217.26,218.35,209.6,2041.03,193.57,141.92,466.28,67.07,1133.73,834.62,186.02,193.89,186.35,2080,760,950,3790,212,163,23,494,64,880,1027,1868,2628,265,586,2129,1348,586,653,2090,545,205,58,66.77,68.81,60,84,68,3791.26,2840,2842.96,388,31.4,34.46,34.78,190,190.26,186.74
WSH,2019,WSH,WSH,Team Level,5on5,69,0.5,0.52,0.51,197861,1680.98,136.04,109.03,400.1,55.95,926,713.01,132.2,137.3,133.42,1672,670,780,3122,157,123,23,372,80,773,837,1515,2185,253,567,1493,1563,414,637,1771,460,111,50.76,55.49,29.79,62,64,31,3141.12,2342,2358.37,381,22.53,21.69,22.55,135.9,136.98,134.72,1593.02,134.28,105.76,379.6,52.18,880.84,659.41,129.57,134.61,129.9,1621,592,711,2924,143,121,13,418,50,673,808,1478,2070,226,506,1594,1235,486,518,1652,429,132,45.97,52.09,36.22,49,66,28,2925.26,2213,2215.96,333,21.87,25.01,25.57,130.51,130.78,128.75
WSH,2019,WSH,WSH,Team Level,4on5,69,0.14,0.15,0.19,22921,62.9,4.85,3.13,8.78,1.94,20.86,47.44,4.79,4.85,4.79,75,12,12,99,5,0,0,4,1,18,59,70,82,16,32,190,61,50,36,68,14,5,2.04,1.61,1.2,2,1,2,99,87,87,33,0.72,0,0,5.57,5.57,5.5,261.33,29.26,24.07,55.57,8.81,165.08,86.2,26.93,29.26,26.93,266,103,174,543,39,31,9,48,10,132,109,227,330,14,30,206,30,30,67,275,63,31,6.82,7.76,14.68,7,12,20,543,369,369,9,6.2,7.24,7,28.46,28.46,27.31
WSH,2019,WSH,WSH,Team Level,5on4,69,0.85,0.85,0.83,20674,297.34,37.47,26.07,61.68,9.77,179.23,94.91,34.4,37.47,34.4,292,119,109,520,35,32,4,53,9,158,124,257,376,10,20,189,43,27,47,300,64,47,6.89,7.18,23.41,5,5,25,520,411,411,8,6.77,6.17,5.93,38.18,38.18,36.22,64.82,6.38,3.24,9.17,2.1,21,45.12,6.2,6.38,6.2,75,12,7,94,9,4,1,8,1,13,52,66,78,11,22,188,50,43,34,63,11,13,1.59,1.41,3.37,1,1,7,94,87,87,30,0.77,0.92,0.92,6.22,6.22,6.17
WPG,2019,WPG,WPG,Team Level,other,71,0.61,0.57,0.55,9130,134.26,34.12,9.6,23.25,4.76,70.15,44.3,31.11,34.12,31.11,140,49,56,245,29,16,2,28,7,64,45,111,160,10,20,116,31,29,24,95,51,43,3.92,6.4,23.8,4,5,20,245,189,189,15,2.79,5.14,5.33,31.38,31.38,29.55,110.51,21.46,8.33,20.23,3.63,62.53,38.89,20.69,21.46,20.69,107,49,31,187,21,11,3,19,3,48,54,86,135,4,8,109,26,23,23,89,37,30,3.57,4.5,13.38,5,3,13,187,156,156,15,2.43,2.66,2.66,21.16,21.16,20.69
WPG,2019,WPG,WPG,Team Level,all,71,0.48,0.5,0.49,258053,2141.64,206.37,145.33,501.12,70.83,1222.54,878.38,195.76,205.78,195.21,2220,827,959,4006,213,155,26,530,66,996,1087,2007,2834,204,457,1985,1550,485,744,2319,537,191,68.05,66.35,71.97,77,66,70,3979.7,3047,3029.35,578,31.99,32.57,33.03,203.82,203.08,195.69,2278.8,225.78,160.5,520.7,74.87,1280.58,927.77,216.9,227.56,218.61,2311,896,874,4081,201,200,44,441,91,1027,1247,2110,3006,233,516,1985,1402,475,772,2348,635,224,69.76,79.37,76.66,47,76,78,4106.06,3207,3227.7,560,35.1,44.35,44.82,214.88,216.45,211.27
WPG,2019,WPG,WPG,Team Level,5on5,71,0.44,0.49,0.48,213982,1654.23,126.3,105.62,408.03,54.9,948.32,706.93,123.62,125.72,123.07,1711,655,788,3154,137,105,19,433,48,746,897,1574,2229,174,394,1563,1440,390,647,1885,392,89,53.76,48.1,24.44,61,52,24,3127.7,2366,2348.35,524,21.62,20.75,21.01,125.81,125.06,123.7,1855.39,163.48,126.76,439.81,60.96,1037.06,764.98,158.03,165.26,159.74,1874,734,736,3344,142,158,28,369,73,830,1036,1732,2466,215,477,1539,1327,394,649,1938,523,147,57.86,65.49,40.13,38,62,42,3369.06,2608,2628.7,479,26.22,30.96,31.42,157.23,158.8,156.4
WPG,2019,WPG,WPG,Team Level,4on5,71,0.16,0.13,0.14,15745,43.69,6.75,2.76,6.41,1.44,13.56,27.15,6.11,6.75,6.11,49,10,8,67,6,5,1,5,2,15,26,43,53,7,14,133,57,45,38,33,12,14,0.85,1.56,4.34,1,1,4,67,59,59,35,0.63,1.64,1.64,5.68,5.68,5.59,256.92,35.34,22.46,53.09,8.52,162.36,83.22,32.83,35.34,32.83,263,102,100,465,36,29,13,47,13,141,99,227,329,8,16,165,12,8,34,268,54,43,6.82,6.64,21.88,4,9,23,465,365,365,4,5.77,10.07,10.07,31.05,31.05,28.84
WPG,2019,WPG,WPG,Team Level,5on4,71,0.88,0.86,0.85,19196,309.46,39.2,27.35,63.44,9.72,190.5,99.99,34.92,39.2,34.92,320,113,107,540,41,29,4,64,9,171,119,279,392,13,29,173,22,21,35,306,82,45,9.51,10.29,19.39,11,8,22,540,433,433,4,6.94,5.05,5.05,40.96,40.96,36.84,55.99,5.49,2.95,7.57,1.75,18.63,40.67,5.36,5.49,5.36,67,11,7,85,2,2,0,6,2,8,58,65,76,6,15,172,37,50,66,53,21,4,1.5,2.73,1.26,0,2,0,85,78,78,62,0.68,0.67,0.67,5.44,5.44,5.34
