team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
L.A,2016,L.A,L.A,Team Level,other,82,0.38,0.52,0.49,8158,121.22,17.8,8.75,22.66,4.03,68.79,45.96,17.25,17.8,17.25,115,53,66,234,24,8,2,21,4,54,57,91,144,6,12,118,31,13,19,99,47,22,3.9,5.75,8.15,4,10,10,234,168,168,9,2.48,1.55,1.55,18.73,18.73,18.19,128.59,28.69,8.53,22.11,4.35,66.44,45.87,26.92,28.69,26.92,120,56,39,215,32,14,2,16,3,52,59,88,144,7,14,105,39,18,28,85,48,43,2.99,6.29,19.41,5,7,20,215,176,176,17,2.49,4.78,4.78,26.41,26.41,25.65
L.A,2016,L.A,L.A,Team Level,all,82,0.52,0.55,0.55,298709,2655.56,230.34,179.33,623.61,86.29,1485.62,1084.82,221.28,229.4,220.4,2554,1136,1321,5011,199,219,39,643,133,1164,1332,2355,3491,290,686,2512,2323,317,728,2794,686,210,77.58,83.79,68.97,67,67,65,4970.83,3690,3661.89,496,39.44,47.39,48.66,221.11,220.51,215.64,2220.57,209.6,149.91,504.92,70.51,1221.17,905.89,202.89,211.38,204.61,2120,942,1077,4139,201,152,35,486,88,909,1226,1919,2861,289,676,2436,2141,391,811,2244,631,187,65.61,76.63,67.37,63,64,74,4178.95,3062,3093.25,560,33.03,34.08,34.45,208.19,209.69,206.08
L.A,2016,L.A,L.A,Team Level,5on5,82,0.54,0.55,0.55,242171,2105.84,164.61,135.18,513.85,68.32,1169.55,875.49,159.06,163.66,158.19,2029,898,1044,3971,127,175,29,540,107,917,1061,1902,2800,259,624,1994,2143,252,601,2264,533,130,63.29,65.09,36.23,44,50,33,3930.83,2927,2898.89,432,27.93,35.72,36.32,156.21,155.61,152.87,1745.03,138.91,112.52,415.68,55.3,954.39,723.21,135.59,140.67,137.31,1675,725,850,3250,133,111,25,413,74,701,968,1542,2267,256,608,1886,1996,332,653,1818,489,93,53.59,59.11,26.21,52,51,30,3289.95,2400,2431.25,465,23.26,22.48,22.93,139.24,140.75,139.2
L.A,2016,L.A,L.A,Team Level,4on5,82,0.13,0.13,0.15,24432,55.4,5.72,2.71,7.69,1.71,15.81,40.37,5.5,5.72,5.5,54,20,19,93,4,4,1,7,2,6,51,50,70,7,14,163,113,44,54,48,19,7,1.24,2.43,2.05,1,2,1,93,74,74,52,0.63,1.17,1.17,5.18,5.18,5.17,303.36,37.5,26.76,61.92,9.65,188.94,100.23,35.92,37.5,35.92,279,146,176,601,33,26,8,52,7,145,162,246,392,17,36,230,33,12,53,299,82,44,7.89,9.83,19.77,4,5,24,601,425,425,3,6.78,6.49,6.41,37.86,37.86,36.61
L.A,2016,L.A,L.A,Team Level,5on4,82,0.9,0.91,0.9,23948,373.11,42.22,32.68,79.41,12.23,231.46,123,39.47,42.22,39.47,356,165,192,713,44,32,7,75,20,187,163,312,477,18,36,237,36,8,54,383,87,51,9.14,10.52,22.55,18,5,21,713,521,521,3,8.39,8.95,9.63,40.99,40.99,39.4,43.57,4.51,2.11,5.2,1.2,11.4,36.58,4.47,4.51,4.47,46,15,12,73,3,1,0,5,4,11,37,43,58,9,18,215,73,29,77,42,12,7,1.13,1.4,1.98,2,1,0,73,61,61,75,0.49,0.33,0.33,4.67,4.67,4.62
ANA,2016,ANA,ANA,Team Level,other,82,0.55,0.48,0.47,10819,125.64,25.62,8.68,23.06,4.2,65.53,46.89,23.24,25.62,23.24,121,53,54,228,21,13,3,15,2,68,55,100,153,11,22,142,33,27,29,103,36,35,3.74,4.7,17.18,5,5,11,228,174,174,14,2.42,4.4,4.4,23.65,23.65,22.41,144.9,20.85,10.83,26.73,5.03,84.68,51.89,19.96,20.85,19.96,139,61,49,249,25,12,2,32,4,69,58,114,175,6,12,119,47,31,27,116,60,24,4.35,7,9.5,3,11,11,249,200,200,8,3.1,2.19,2.67,21.28,21.28,20.63
ANA,2016,ANA,ANA,Team Level,all,82,0.52,0.5,0.5,298787,2477.77,226.13,171.32,564,82.69,1378.62,1034.24,216.87,226.85,217.6,2426,1031,1122,4579,220,207,46,534,84,1111,1301,2206,3237,365,884,2687,2146,411,766,2640,604,213,74.77,75.41,75.95,63,81,76,4607.5,3457,3476.39,417,37.9,43.66,44.67,219.36,220.1,215.13,2502.48,208.95,174.99,575.37,83.77,1428.17,1039.76,202.06,208.83,201.93,2430,1081,1148,4659,197,177,33,622,101,1149,1265,2233,3314,326,798,2226,1766,494,877,2690,657,164,73.71,79.13,56.1,57,81,59,4630.58,3511,3495.77,463,38.73,35.72,37.33,210.34,210.23,205.91
ANA,2016,ANA,ANA,Team Level,5on5,82,0.52,0.5,0.5,236519,1899.74,150.26,124.05,448.97,63.48,1053.68,807.57,145.37,150.98,146.09,1870,778,858,3506,145,147,31,438,60,817,1041,1725,2503,327,808,1984,1971,320,622,2064,465,119,59.4,57.82,33.04,48,66,31,3534.5,2648,2667.39,359,25.62,29.48,30.46,145.43,146.16,143.71,1877.89,137.15,122.05,450.7,62.52,1060.71,804.86,133.69,137.04,133.57,1829,809,915,3553,128,116,20,473,69,856,996,1701,2510,285,718,1678,1599,381,703,2091,459,88,58.63,55.01,23.52,49,56,23,3524.58,2638,2622.76,403,25.07,20.03,20.83,141.4,141.3,139.22
ANA,2016,ANA,ANA,Team Level,4on5,82,0.13,0.13,0.13,27928,64.25,6.97,3.03,8.55,1.89,18.6,52.97,6.78,6.97,6.78,69,23,20,112,9,4,2,8,7,16,48,60,83,13,26,279,112,55,41,69,12,11,2.1,1.42,3.45,2,2,5,112,92,92,38,0.7,1.18,1.18,6.48,6.48,6.46,430.3,45.84,39.59,91.45,14.7,268.45,140.97,43.36,45.84,43.36,413,188,162,763,38,47,11,106,27,213,170,375,563,25,48,262,36,30,101,433,125,43,9.71,15.43,20.7,2,13,23,763,601,601,10,9.98,12.94,13.27,42.54,42.54,40.97
ANA,2016,ANA,ANA,Team Level,5on4,82,0.89,0.89,0.88,23521,388.14,43.28,35.56,83.42,13.12,240.81,126.81,41.48,43.28,41.48,366,177,190,733,45,43,10,73,15,210,157,321,498,14,28,282,30,9,74,404,91,48,9.52,11.48,22.28,8,8,29,733,543,543,6,9.16,8.61,8.63,43.81,43.81,42.55,49.39,5.11,2.51,6.49,1.52,14.34,42.04,5.05,5.11,5.05,49,23,22,94,6,2,0,11,1,11,41,43,66,10,20,167,84,52,46,50,13,9,1.02,1.69,2.4,3,1,2,94,72,72,42,0.58,0.56,0.56,5.12,5.12,5.09
WPG,2016,WPG,WPG,Team Level,other,82,0.52,0.47,0.49,12981,155.77,34.38,11.43,26.95,5.24,85.08,51.07,32.26,34.38,32.26,158,58,56,272,38,13,5,30,3,72,60,120,178,16,35,137,41,19,33,97,70,49,4.11,8.66,21.61,4,12,22,272,216,216,21,3.28,4.02,3.91,33.63,33.63,32.11,162.45,32.11,12.16,29.05,5.49,90.25,55.01,30.16,32.11,30.16,160,65,80,305,30,9,1,33,4,78,71,130,195,9,21,155,27,25,39,134,45,46,4.36,5.59,22.15,8,3,19,305,225,225,28,3.54,1.35,1.35,34.23,34.23,32.28
WPG,2016,WPG,WPG,Team Level,all,82,0.5,0.49,0.49,297890,2395.69,238.08,166.57,537.57,77.58,1347.34,978.92,228.65,238.55,229.14,2448,913,1071,4432,246,170,43,511,84,1068,1283,2202,3115,339,767,2364,1906,592,769,2442,701,218,75.66,86.08,76.36,78,90,78,4421.07,3361,3356.71,561,36.84,39.52,39.74,234.15,234.42,228.98,2455.33,234.26,168.97,559.34,79.99,1374.45,1010.19,225.88,235.71,227.26,2548,896,1177,4621,255,176,41,604,75,1030,1304,2293,3189,325,743,2509,1566,513,891,2629,598,217,79.17,73.07,82.01,94,74,87,4658.36,3444,3466.13,651,37.61,37.51,37.51,233.24,234.46,228.34
WPG,2016,WPG,WPG,Team Level,5on5,82,0.51,0.49,0.49,235937,1817.13,151.12,119.87,426.93,58.89,1022.58,764.2,146.87,151.58,147.36,1856,696,849,3401,158,117,30,406,58,799,1015,1698,2394,283,654,1792,1747,490,599,1942,505,105,59.7,62.56,28.86,62,68,28,3390.07,2552,2547.71,459,24.67,24.98,25.23,149.97,150.24,148.24,1871.83,147.94,123.09,447.48,60.9,1044.45,785.8,143.86,149.4,145.24,1948,671,884,3503,167,131,29,493,60,751,1017,1781,2452,291,672,1848,1446,420,724,2065,440,114,63.11,53.87,30.95,69,60,38,3540.36,2619,2641.13,539,25.38,26.14,26.14,146.6,147.81,145.81
WPG,2016,WPG,WPG,Team Level,4on5,82,0.12,0.12,0.14,24454,56.45,6.81,2.97,7.19,1.61,15.71,44.77,6.7,6.81,6.7,65,15,15,95,10,4,0,3,2,17,44,55,70,13,26,193,85,64,81,50,19,11,1.55,2.29,2.97,3,3,4,95,80,80,76,0.68,1.05,1.16,6.27,6.27,6.25,360.74,48.82,30.98,74.65,11.85,221.88,117.14,46.53,48.82,46.53,367,143,198,708,52,33,10,65,11,190,159,315,458,12,24,274,31,17,53,363,95,52,10.06,11.43,27.32,16,10,26,708,510,510,12,8.05,9.29,9.29,47.26,47.26,45.12
WPG,2016,WPG,WPG,Team Level,5on4,82,0.89,0.86,0.85,24518,366.34,45.77,32.3,76.5,11.84,223.97,118.88,42.82,45.77,42.82,369,144,151,664,40,36,8,72,21,180,164,329,473,27,52,242,33,19,56,353,107,53,10.29,12.57,22.9,9,7,24,664,513,513,5,8.22,9.47,9.45,44.28,44.28,42.38,60.3,5.38,2.74,8.15,1.75,17.86,52.24,5.33,5.38,5.33,73,17,15,105,6,3,1,13,0,11,57,67,84,13,26,232,62,51,75,67,18,5,1.64,2.18,1.58,1,1,4,105,90,90,72,0.63,0.73,0.73,5.16,5.16,5.14
N.J,2016,N.J,N.J,Team Level,other,82,0.42,0.4,0.41,10282,116.22,22.66,7.72,20.18,3.65,58.74,45.05,20.03,22.66,20.03,117,41,38,196,17,8,1,23,5,48,57,100,141,7,17,108,39,25,26,81,52,25,2.81,6.87,12.98,3,4,10,196,158,158,15,2.24,2.74,2.74,22.16,22.16,20.15,168,30.94,10.83,30.43,6.03,85.1,64.67,30,30.94,30,168,60,66,294,34,9,2,28,9,65,83,134,194,8,19,138,40,24,16,126,67,35,5.13,8.44,17.37,5,7,22,294,228,228,6,3.13,2.16,3.09,30.97,30.97,30.37
N.J,2016,N.J,N.J,Team Level,all,82,0.46,0.47,0.47,299256,2265.5,206.44,152.1,511.56,73.89,1265.45,919.57,198.29,205.41,197.27,2279,850,913,4042,180,137,36,564,94,939,1215,2099,2949,323,733,2422,1661,467,624,2301,661,167,66.49,79.8,60.15,53,63,64,4007.07,3129,3106.48,344,33.38,34.16,36.89,202.93,201.83,196.75,2548.49,242.41,169.32,578.55,85.14,1395.89,1044.7,233.44,243.86,234.89,2573,943,1030,4546,241,162,50,681,102,1019,1311,2332,3275,316,727,2498,1735,564,504,2578,725,213,77.44,87.33,77.64,71,84,86,4596.4,3516,3550.22,253,37.47,35.23,38.79,241.1,242.76,237.31
N.J,2016,N.J,N.J,Team Level,5on5,82,0.48,0.48,0.48,241576,1788.96,142.97,114.61,416.77,57.99,996.51,745.16,139.38,141.93,138.37,1791,683,729,3203,115,98,24,453,73,730,1005,1676,2359,287,653,1859,1520,383,505,1870,500,104,55.22,59.19,28.56,45,41,29,3168.07,2474,2451.48,299,23.56,21.38,23.68,142.85,141.75,139.97,1950.85,152.3,123.49,465.44,64.8,1069.32,817.64,148.16,153.75,149.6,1982,711,807,3500,151,112,35,568,72,757,1033,1831,2542,279,633,1911,1579,454,379,2069,521,103,61.28,62.84,28.19,56,61,34,3550.4,2693,2727.22,213,25.38,22.57,25.59,152.09,153.76,151.73
N.J,2016,N.J,N.J,Team Level,4on5,82,0.05,0.06,0.07,23760,27.16,2.95,1.32,3.46,0.74,7.72,19.81,2.89,2.95,2.89,31,5,8,44,5,1,0,3,2,5,20,26,31,14,31,208,55,47,31,23,10,3,0.66,1.32,0.97,1,3,1,44,36,36,25,0.31,0.36,0.36,2.9,2.9,2.9,369.98,51.36,31.86,74.38,12.23,225.09,120.09,47.71,51.36,47.71,355,160,146,661,45,34,10,79,20,187,150,310,470,16,41,247,28,18,75,343,110,62,10.05,12.75,28.57,7,11,27,661,515,515,4,8.25,9.29,8.89,50.72,50.72,47.91
N.J,2016,N.J,N.J,Team Level,5on4,82,0.83,0.87,0.85,23638,333.16,37.86,28.45,71.15,11.52,202.48,109.54,35.99,37.86,35.99,340,121,138,599,43,30,11,85,14,156,133,297,418,15,32,247,47,12,62,327,99,35,7.8,12.42,17.64,4,15,24,599,461,461,5,7.27,9.69,10.12,35.02,35.02,33.74,59.65,7.81,3.14,8.31,2.08,16.38,42.28,7.57,7.81,7.57,68,12,11,91,11,7,3,6,1,10,45,57,69,13,34,202,88,68,34,40,27,13,1,3.29,3.52,3,5,3,91,80,80,30,0.72,1.21,1.21,7.32,7.32,7.3
BOS,2016,BOS,BOS,Team Level,other,82,0.65,0.57,0.56,13457,160.35,32.31,11.34,28.73,5.11,84.19,56.32,30.9,32.31,30.9,163,55,73,291,31,11,2,36,6,70,64,132,187,6,10,156,36,39,28,114,66,38,4.18,8.52,19.6,1,9,21,291,218,218,15,3.26,3.22,3.63,31.95,31.95,31.09,121.24,17.63,8.45,23.07,4.17,69.25,47.42,16.88,17.63,16.88,115,55,50,220,19,5,0,23,6,59,58,96,151,13,26,125,40,43,35,115,39,16,4.27,4.32,9.03,5,4,10,220,170,170,17,2.31,1.2,1.2,18.75,18.75,18.11
BOS,2016,BOS,BOS,Team Level,all,82,0.56,0.54,0.55,297847,2727.97,254.31,183.34,633.44,89.33,1501.26,1131.33,241.37,255.36,242.38,2721,1072,1221,5014,232,169,41,675,115,1174,1428,2489,3561,336,769,2686,1776,616,711,2822,733,238,78.9,88.62,86.78,75,71,86,5050.5,3793,3816.69,316,40.57,38.99,40.07,254.8,255.72,247.85,2222.81,196.81,152.81,515.28,73.02,1238.99,919.1,189.65,197.26,190.06,2197,899,1094,4190,209,143,35,524,78,946,1196,1988,2887,320,735,2359,1989,806,902,2307,600,189,62.25,72.51,62.06,60,83,66,4167.56,3096,3086.38,419,33.67,33.69,35.73,194.76,194.95,190.97
BOS,2016,BOS,BOS,Team Level,5on5,82,0.54,0.55,0.55,236035,2122.5,163.69,136.87,517.66,69.35,1167.59,896.84,158.33,164.75,159.34,2102,850,966,3918,143,127,29,543,84,899,1156,1959,2809,304,696,2075,1634,494,568,2282,540,130,63.1,64.9,35.69,64,44,35,3954.5,2952,2975.69,257,28.26,26.47,27.14,164.81,165.72,162.74,1717.04,140.29,111.72,413.47,56.11,943.34,717.06,135.75,140.73,136.16,1702,680,859,3241,147,106,28,410,60,703,956,1555,2235,278,642,1801,1836,653,717,1789,476,117,48.16,58.12,34.02,42,73,32,3218.56,2382,2372.38,361,23.09,24.56,25.96,137.43,137.61,135.52
BOS,2016,BOS,BOS,Team Level,4on5,82,0.14,0.14,0.17,25714,67.16,5.8,3.02,8.58,1.82,19.41,57.38,5.76,5.8,5.76,80,16,13,109,10,1,0,7,4,17,57,70,86,11,30,210,79,62,46,70,19,7,1.66,2.31,1.83,5,3,2,109,96,96,41,0.7,0.11,0.11,6.39,6.39,6.35,336.46,34.19,30.35,73.23,11.27,213.86,110.1,32.36,34.19,32.36,323,150,173,646,37,29,7,87,11,175,134,286,436,17,40,245,46,30,112,348,76,49,8.47,8.85,16.87,13,4,20,646,473,473,7,7.73,7.18,7.82,34.1,34.1,32.85
BOS,2016,BOS,BOS,Team Level,5on4,82,0.92,0.89,0.88,22641,377.96,52.5,32.11,78.48,13.05,230.07,120.8,46.38,52.5,46.38,376,151,169,696,48,30,10,89,21,188,151,328,479,15,33,245,27,21,69,356,108,63,9.96,12.89,29.65,5,15,28,696,527,527,3,8.34,9.19,9.19,51.65,51.65,47.66,48.06,4.7,2.28,5.49,1.47,12.54,44.51,4.66,4.7,4.66,57,14,12,83,6,3,0,4,1,9,48,51,65,12,27,188,67,80,38,55,9,7,1.35,1.22,2.13,0,2,4,83,71,71,34,0.54,0.74,0.74,4.5,4.5,4.49
