team...1,season,name,team...4,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
T.B,2020,T.B,T.B,Team Level,other,56,0.55,0.47,0.47,9070,85.61,23.45,6.24,13.14,2.71,43.65,29.86,23.13,23.45,23.13,89,31,32,152,27,2,1,14,4,31,42,62,93,3,6,84,28,8,14,60,24,36,2.26,2.88,18.31,3,4,20,152,120,120,5,1.79,0.46,0.46,24.73,24.73,24.45,98.45,19.15,7.61,17.07,3.29,51.46,34.48,18.59,19.15,18.59,91,43,36,170,16,7,0,15,6,38,52,75,118,4,8,87,18,13,13,68,45,21,2.9,5.87,10.38,0,6,10,170,134,134,4,2.18,1.3,1.3,19.96,19.96,19.47
T.B,2020,T.B,T.B,Team Level,all,56,0.53,0.52,0.52,203358,1649.18,166.29,116.24,368.15,53.35,911.37,666.65,162,168.27,163.85,1688,595,668,2951,180,110,29,386,62,697,848,1508,2103,220,515,1566,1347,240,299,1670,445,168,48.42,54.86,63.02,49,54,77,2993.35,2283,2312.02,165,25.61,22.04,22.09,169.76,171.28,168.78,1527.27,149.27,107.51,334.73,48.88,842.5,612.18,144.85,149.18,144.78,1580,516,631,2727,145,97,18,303,86,621,845,1435,1951,214,517,1559,1227,262,326,1502,472,122,43.98,58.54,46.75,39,68,38,2707.86,2096,2084.58,163,23.81,23.15,23.15,149.86,149.86,147.12
T.B,2020,T.B,T.B,Team Level,5on5,56,0.52,0.52,0.52,160507,1289.67,105.73,87.28,303.48,42.07,715.33,532.12,102.79,107.7,104.65,1316,470,542,2328,112,90,23,319,46,554,665,1204,1674,190,452,1180,1262,194,231,1347,359,80,39.06,43.9,22.77,40,43,29,2370.35,1786,1815.02,133,18.01,17.68,17.95,105.79,107.31,105.92,1182.16,97.25,79.31,271.06,37.97,651.5,487.89,94.65,97.17,94.57,1227,398,490,2115,98,72,11,246,67,474,669,1129,1527,186,460,1194,1146,212,263,1198,363,64,34.46,44.87,17.92,33,52,13,2095.86,1625,1613.58,145,16.39,14.29,14.45,99.19,99.19,97.83
T.B,2020,T.B,T.B,Team Level,4on5,56,0.19,0.16,0.18,17524,49.23,6.69,2.99,6.78,1.58,14.85,32.11,6.54,6.69,6.54,54,11,8,73,2,3,0,11,2,10,37,52,63,14,31,139,44,29,21,34,21,10,0.99,2.82,2.88,1,1,0,73,65,65,18,0.68,0.57,0.57,6.8,6.8,6.71,212.2,28.83,18.58,41.62,6.47,129.51,67,27.65,28.83,27.65,219,73,96,388,28,17,7,40,13,104,90,191,264,18,37,161,26,11,39,209,51,32,5.86,5.98,16.98,6,7,15,388,292,292,3,4.77,7.38,7.22,26.37,26.37,25.55
T.B,2020,T.B,T.B,Team Level,5on4,56,0.88,0.88,0.87,16257,224.67,30.42,19.73,44.74,7,137.54,72.57,29.53,30.42,29.53,229,83,86,398,39,15,5,42,10,102,104,190,273,13,26,163,13,9,33,229,41,42,6.11,5.26,19.05,5,6,28,398,312,312,9,5.13,3.32,3.1,32.45,32.45,31.69,34.45,4.04,2.01,4.98,1.14,10.02,22.81,3.96,4.04,3.96,43,2,9,54,3,1,0,2,0,5,34,40,42,6,12,117,37,26,11,27,13,5,0.75,1.82,1.47,0,3,0,54,45,45,11,0.48,0.18,0.18,4.34,4.34,4.26
CBJ,2020,CBJ,CBJ,Team Level,other,56,0.37,0.47,0.45,5598,72.87,12.59,5.4,12.92,2.52,39.95,27.62,12.2,12.59,12.2,76,25,39,140,13,4,1,18,3,28,35,63,88,1,2,57,9,8,16,61,25,15,2.76,3.35,6.47,3,3,7,140,101,101,6,1.48,0.93,1.23,12.84,12.84,12.64,91.14,21.2,6.34,15.08,2.83,43.98,33.57,20.85,21.2,20.85,97,26,38,161,25,8,3,18,1,24,47,72,98,3,6,82,19,11,25,63,35,25,2.61,4.33,14.27,4,4,17,161,123,123,11,1.82,2.19,2.19,20.83,20.83,20.69
CBJ,2020,CBJ,CBJ,Team Level,all,56,0.43,0.46,0.47,205189,1555.33,127.08,104.68,358.14,50.74,866.08,652.28,122.48,126.52,121.96,1625,534,626,2785,134,107,26,387,54,645,832,1491,2025,141,309,1388,1226,316,481,1702,353,104,49.95,42.48,34.64,59,46,29,2764.2,2159,2147.48,236,22.43,21.83,21.89,127.62,127.11,125.24,1752.72,165.35,119.19,400.78,57.46,986.55,718.68,160.6,167.04,162.25,1815,633,789,3237,184,124,35,385,57,752,946,1631,2264,135,291,1674,1073,299,429,1860,429,159,54.07,51.51,59.76,67,50,67,3271.48,2448,2470.97,215,25.83,28.32,28.36,162.82,164.34,161.69
CBJ,2020,CBJ,CBJ,Team Level,5on5,56,0.46,0.47,0.47,175353,1303.56,98.54,85.05,310.77,42.53,724.77,545.32,94.71,97.98,94.19,1353,454,539,2346,98,92,22,338,43,535,701,1255,1709,132,291,1131,1170,279,412,1439,294,74,41.56,35.33,21.65,44,38,16,2325.2,1807,1795.48,215,17.45,18.7,18.76,97.23,96.73,95.46,1450.54,115.46,95.85,347.14,48.08,819.65,605.82,112.09,117.15,113.73,1504,528,663,2695,131,104,27,328,51,634,784,1373,1901,119,261,1369,1011,261,365,1591,342,99,45.99,40.74,28.73,58,42,31,2729.48,2032,2054.97,190,19.7,22.13,22.16,112.99,114.51,112.88
CBJ,2020,CBJ,CBJ,Team Level,4on5,56,0.12,0.17,0.19,12860,43.51,3.47,2.28,5.97,1.36,14.44,32.5,3.45,3.47,3.45,56,4,6,66,5,3,1,6,0,8,38,51,55,5,10,107,35,24,16,47,10,3,1.37,1.14,0.95,3,2,0,66,60,60,12,0.5,0.46,0.15,3.82,3.82,3.81,178.88,25.41,15.21,34.1,5.53,111.91,56.85,24.44,25.41,24.44,175,74,80,329,26,11,5,37,5,87,83,149,223,11,20,129,15,6,27,176,43,30,4.83,5.25,15.32,4,4,18,329,249,249,2,3.92,3.69,3.69,25.63,25.63,24.78
CBJ,2020,CBJ,CBJ,Team Level,5on4,56,0.79,0.82,0.81,11378,135.39,12.48,11.95,28.48,4.34,86.91,46.85,12.13,12.48,12.13,140,51,42,233,18,8,2,25,8,74,58,122,173,3,6,93,12,5,37,155,24,12,4.26,2.66,5.56,9,3,6,233,191,191,3,2.98,1.74,1.74,13.72,13.72,13.33,32.17,3.28,1.8,4.46,1.01,11.01,22.43,3.21,3.28,3.21,39,5,8,52,2,1,0,2,0,7,32,37,42,2,4,94,28,21,12,30,9,5,0.65,1.19,1.45,1,0,1,52,44,44,12,0.4,0.31,0.31,3.37,3.37,3.35
